problem_id,task_id,model_name,model_id,provider,num_prompt_types,num_valid_prompt_vectors,num_prompt_pairs,avg_prompt_distance,pssi,success_rate
humaneval_005,HumanEval/5,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.03342299960518767,0.03342299960518767,1.0
humaneval_005,HumanEval/5,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4683279602440882,0.4683279602440882,1.0
humaneval_005,HumanEval/5,gpt5_model,gpt-5-mini,openai,5,5,10,0.8610888878857244,0.8610888878857244,1.0
humaneval_006,HumanEval/6,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.7962626591708766,1.7962626591708766,1.0
humaneval_006,HumanEval/6,deepseek_model,deepseek-chat,deepseek,5,5,10,0.016350789950335776,0.016350789950335776,1.0
humaneval_006,HumanEval/6,gpt5_model,gpt-5-mini,openai,5,5,10,0.376428530287557,0.376428530287557,1.0
humaneval_007,HumanEval/7,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7032436553763145,0.7032436553763145,1.0
humaneval_007,HumanEval/7,deepseek_model,deepseek-chat,deepseek,5,5,10,0.7788251568822985,0.7788251568822985,1.0
humaneval_007,HumanEval/7,gpt5_model,gpt-5-mini,openai,5,5,10,1.2393353221058172,1.2393353221058172,1.0
humaneval_008,HumanEval/8,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.64970898748323,0.64970898748323,1.0
humaneval_008,HumanEval/8,deepseek_model,deepseek-chat,deepseek,5,5,10,0.6006577210314556,0.6006577210314556,1.0
humaneval_008,HumanEval/8,gpt5_model,gpt-5-mini,openai,5,5,10,0.7226053905052903,0.7226053905052903,1.0
humaneval_009,HumanEval/9,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6482248130640528,0.6482248130640528,1.0
humaneval_009,HumanEval/9,deepseek_model,deepseek-chat,deepseek,5,5,10,0.022678155065861415,0.022678155065861415,1.0
humaneval_009,HumanEval/9,gpt5_model,gpt-5-mini,openai,5,5,10,0.5384900938667592,0.5384900938667592,1.0
humaneval_010,HumanEval/10,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.2963893059058644,0.2963893059058644,1.0
humaneval_010,HumanEval/10,deepseek_model,deepseek-chat,deepseek,5,5,10,0.41373943508191696,0.41373943508191696,0.92
humaneval_010,HumanEval/10,gpt5_model,gpt-5-mini,openai,5,5,10,0.5957002510049131,0.5957002510049131,1.0
humaneval_011,HumanEval/11,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.5759450251022404,0.5759450251022404,1.0
humaneval_011,HumanEval/11,deepseek_model,deepseek-chat,deepseek,5,5,10,0.48989799513960036,0.48989799513960036,1.0
humaneval_011,HumanEval/11,gpt5_model,gpt-5-mini,openai,5,5,10,1.600341607383789,1.600341607383789,1.0
humaneval_012,HumanEval/12,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.5848586001682936,1.5848586001682936,1.0
humaneval_012,HumanEval/12,deepseek_model,deepseek-chat,deepseek,5,5,10,0.5640521178037476,0.5640521178037476,1.0
humaneval_012,HumanEval/12,gpt5_model,gpt-5-mini,openai,5,5,10,0.6699509325831736,0.6699509325831736,1.0
humaneval_013,HumanEval/13,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7765822656241653,0.7765822656241653,1.0
humaneval_013,HumanEval/13,deepseek_model,deepseek-chat,deepseek,5,5,10,0.3551233671088787,0.3551233671088787,1.0
humaneval_013,HumanEval/13,gpt5_model,gpt-5-mini,openai,5,5,10,1.0584465977555702,1.0584465977555702,1.0
humaneval_014,HumanEval/14,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7193821404369426,0.7193821404369426,1.0
humaneval_014,HumanEval/14,deepseek_model,deepseek-chat,deepseek,5,5,10,0.7161007652712726,0.7161007652712726,1.0
humaneval_014,HumanEval/14,gpt5_model,gpt-5-mini,openai,5,5,10,0.9478882582030913,0.9478882582030913,1.0
humaneval_015,HumanEval/15,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0023608755401785,1.0023608755401785,1.0
humaneval_015,HumanEval/15,deepseek_model,deepseek-chat,deepseek,5,5,10,0.03184949843849745,0.03184949843849745,1.0
humaneval_015,HumanEval/15,gpt5_model,gpt-5-mini,openai,5,5,10,0.816663976842664,0.816663976842664,1.0
humaneval_016,HumanEval/16,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.8736404364788772,0.8736404364788772,1.0
humaneval_016,HumanEval/16,deepseek_model,deepseek-chat,deepseek,5,5,10,0.07581161981563504,0.07581161981563504,1.0
humaneval_016,HumanEval/16,gpt5_model,gpt-5-mini,openai,5,5,10,1.0011140875149411,1.0011140875149411,1.0
humaneval_017,HumanEval/17,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.8708211837175529,0.8708211837175529,1.0
humaneval_017,HumanEval/17,deepseek_model,deepseek-chat,deepseek,5,5,10,1.8067285845373147,1.8067285845373147,1.0
humaneval_017,HumanEval/17,gpt5_model,gpt-5-mini,openai,5,5,10,0.9670002117682686,0.9670002117682686,0.96
humaneval_018,HumanEval/18,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.9969042138612751,0.9969042138612751,1.0
humaneval_018,HumanEval/18,deepseek_model,deepseek-chat,deepseek,5,5,10,0.45728660929037324,0.45728660929037324,1.0
humaneval_018,HumanEval/18,gpt5_model,gpt-5-mini,openai,5,5,10,1.5422918179779443,1.5422918179779443,1.0
humaneval_019,HumanEval/19,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0469117738289475,1.0469117738289475,1.0
humaneval_019,HumanEval/19,deepseek_model,deepseek-chat,deepseek,5,5,10,0.02514821829307783,0.02514821829307783,1.0
humaneval_019,HumanEval/19,gpt5_model,gpt-5-mini,openai,5,5,10,0.8223356360338118,0.8223356360338118,1.0
humaneval_020,HumanEval/20,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6962668579632054,0.6962668579632054,1.0
humaneval_020,HumanEval/20,deepseek_model,deepseek-chat,deepseek,5,5,10,0.29398811365653577,0.29398811365653577,1.0
humaneval_020,HumanEval/20,gpt5_model,gpt-5-mini,openai,5,5,10,0.6787101288820019,0.6787101288820019,1.0
humaneval_021,HumanEval/21,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.0551072913016291,0.0551072913016291,1.0
humaneval_021,HumanEval/21,deepseek_model,deepseek-chat,deepseek,5,5,10,0.03695225708065346,0.03695225708065346,1.0
humaneval_021,HumanEval/21,gpt5_model,gpt-5-mini,openai,5,5,10,1.417308088347991,1.417308088347991,1.0
humaneval_022,HumanEval/22,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.74713889995386,0.74713889995386,1.0
humaneval_022,HumanEval/22,deepseek_model,deepseek-chat,deepseek,5,5,10,0.6133747266645286,0.6133747266645286,1.0
humaneval_022,HumanEval/22,gpt5_model,gpt-5-mini,openai,5,5,10,0.8247242743774302,0.8247242743774302,1.0
humaneval_023,HumanEval/23,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6094553162742652,0.6094553162742652,1.0
humaneval_023,HumanEval/23,deepseek_model,deepseek-chat,deepseek,5,5,10,0.6094553162742651,0.6094553162742651,1.0
humaneval_023,HumanEval/23,gpt5_model,gpt-5-mini,openai,5,5,10,0.7697671555713763,0.7697671555713763,1.0
humaneval_024,HumanEval/24,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.5392275003919387,0.5392275003919387,1.0
humaneval_024,HumanEval/24,deepseek_model,deepseek-chat,deepseek,5,5,10,0.3223796062502622,0.3223796062502622,1.0
humaneval_024,HumanEval/24,gpt5_model,gpt-5-mini,openai,5,5,10,0.771040242767085,0.771040242767085,0.88
humaneval_025,HumanEval/25,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.048128007416511756,0.048128007416511756,1.0
humaneval_025,HumanEval/25,deepseek_model,deepseek-chat,deepseek,5,5,10,0.13399958903487624,0.13399958903487624,1.0
humaneval_025,HumanEval/25,gpt5_model,gpt-5-mini,openai,5,5,10,0.6430581404640174,0.6430581404640174,1.0
humaneval_026,HumanEval/26,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0124128487338337,1.0124128487338337,1.0
humaneval_026,HumanEval/26,deepseek_model,deepseek-chat,deepseek,5,5,10,1.2257239806866198,1.2257239806866198,1.0
humaneval_026,HumanEval/26,gpt5_model,gpt-5-mini,openai,5,5,10,1.172687461968677,1.172687461968677,1.0
humaneval_027,HumanEval/27,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.6529694074006809,1.6529694074006809,1.0
humaneval_027,HumanEval/27,deepseek_model,deepseek-chat,deepseek,5,5,10,1.904127547527613,1.904127547527613,1.0
humaneval_027,HumanEval/27,gpt5_model,gpt-5-mini,openai,5,5,10,2.1755278751214915,2.1755278751214915,0.96
humaneval_028,HumanEval/28,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6506914971095801,0.6506914971095801,1.0
humaneval_028,HumanEval/28,deepseek_model,deepseek-chat,deepseek,5,5,10,0.5587007294920503,0.5587007294920503,1.0
humaneval_028,HumanEval/28,gpt5_model,gpt-5-mini,openai,5,5,10,1.1725784269670583,1.1725784269670583,1.0
humaneval_029,HumanEval/29,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6539574812433195,0.6539574812433195,1.0
humaneval_029,HumanEval/29,deepseek_model,deepseek-chat,deepseek,5,5,10,0.6133622522383742,0.6133622522383742,1.0
humaneval_029,HumanEval/29,gpt5_model,gpt-5-mini,openai,5,5,10,1.2253343874593294,1.2253343874593294,1.0
humaneval_030,HumanEval/30,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.8774523854264056,0.8774523854264056,1.0
humaneval_030,HumanEval/30,deepseek_model,deepseek-chat,deepseek,5,5,10,0.766433325854871,0.766433325854871,1.0
humaneval_030,HumanEval/30,gpt5_model,gpt-5-mini,openai,5,5,10,1.964994224091765,1.964994224091765,1.0
humaneval_031,HumanEval/31,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.9692402194478558,0.9692402194478558,1.0
humaneval_031,HumanEval/31,deepseek_model,deepseek-chat,deepseek,5,5,10,0.020600077111619354,0.020600077111619354,1.0
humaneval_031,HumanEval/31,gpt5_model,gpt-5-mini,openai,5,5,10,0.861829584409865,0.861829584409865,1.0
humaneval_032,HumanEval/32,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.47194555720407544,0.47194555720407544,0.36
humaneval_032,HumanEval/32,deepseek_model,deepseek-chat,deepseek,5,5,10,1.4692310186379358,1.4692310186379358,0.8
humaneval_032,HumanEval/32,gpt5_model,gpt-5-mini,openai,5,5,10,3.4681360200781013,3.4681360200781013,0.84
humaneval_033,HumanEval/33,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.24231293496196998,0.24231293496196998,1.0
humaneval_033,HumanEval/33,deepseek_model,deepseek-chat,deepseek,5,5,10,0.1611189747175976,0.1611189747175976,1.0
humaneval_033,HumanEval/33,gpt5_model,gpt-5-mini,openai,5,5,10,0.33497708269688525,0.33497708269688525,1.0
humaneval_034,HumanEval/34,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.027633706669621,1.027633706669621,1.0
humaneval_034,HumanEval/34,deepseek_model,deepseek-chat,deepseek,5,5,10,0.6185496092191651,0.6185496092191651,1.0
humaneval_034,HumanEval/34,gpt5_model,gpt-5-mini,openai,5,5,10,1.2977923210175775,1.2977923210175775,1.0
humaneval_035,HumanEval/35,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.1672195220655528,1.1672195220655528,1.0
humaneval_035,HumanEval/35,deepseek_model,deepseek-chat,deepseek,5,5,10,1.0263087674168552,1.0263087674168552,1.0
humaneval_035,HumanEval/35,gpt5_model,gpt-5-mini,openai,5,5,10,0.7383704605499044,0.7383704605499044,1.0
humaneval_036,HumanEval/36,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.05360746112595856,0.05360746112595856,1.0
humaneval_036,HumanEval/36,deepseek_model,deepseek-chat,deepseek,5,5,10,0.26469049887973856,0.26469049887973856,1.0
humaneval_036,HumanEval/36,gpt5_model,gpt-5-mini,openai,5,5,10,1.8873306733039634,1.8873306733039634,1.0
humaneval_037,HumanEval/37,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.019357400395169266,0.019357400395169266,1.0
humaneval_037,HumanEval/37,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4409539715558168,0.4409539715558168,1.0
humaneval_037,HumanEval/37,gpt5_model,gpt-5-mini,openai,5,5,10,0.6176877148391926,0.6176877148391926,1.0
humaneval_038,HumanEval/38,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.006102182086370256,0.006102182086370256,1.0
humaneval_038,HumanEval/38,deepseek_model,deepseek-chat,deepseek,5,5,10,1.203733662704213,1.203733662704213,0.76
humaneval_038,HumanEval/38,gpt5_model,gpt-5-mini,openai,5,5,10,0.7617983549229057,0.7617983549229057,1.0
humaneval_039,HumanEval/39,claude_model,claude-sonnet-4-6,anthropic,5,5,10,2.2367350858300044,2.2367350858300044,0.6
humaneval_039,HumanEval/39,deepseek_model,deepseek-chat,deepseek,5,5,10,0.42342832221033744,0.42342832221033744,1.0
humaneval_039,HumanEval/39,gpt5_model,gpt-5-mini,openai,5,5,10,2.0459289724275713,2.0459289724275713,1.0
humaneval_040,HumanEval/40,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.9222102796157143,0.9222102796157143,1.0
humaneval_040,HumanEval/40,deepseek_model,deepseek-chat,deepseek,5,5,10,0.9241270742886589,0.9241270742886589,1.0
humaneval_040,HumanEval/40,gpt5_model,gpt-5-mini,openai,5,5,10,0.5243910198140351,0.5243910198140351,1.0
humaneval_041,HumanEval/41,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.5591906222154713,0.5591906222154713,1.0
humaneval_041,HumanEval/41,deepseek_model,deepseek-chat,deepseek,5,5,10,0.19958444480396292,0.19958444480396292,1.0
humaneval_041,HumanEval/41,gpt5_model,gpt-5-mini,openai,5,5,10,1.0776719269942603,1.0776719269942603,0.8
humaneval_042,HumanEval/42,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6455473040819578,0.6455473040819578,1.0
humaneval_042,HumanEval/42,deepseek_model,deepseek-chat,deepseek,5,5,10,0.48253853689212056,0.48253853689212056,1.0
humaneval_042,HumanEval/42,gpt5_model,gpt-5-mini,openai,5,5,10,1.7637394261666148,1.7637394261666148,1.0
humaneval_043,HumanEval/43,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6390055164731153,0.6390055164731153,1.0
humaneval_043,HumanEval/43,deepseek_model,deepseek-chat,deepseek,5,5,10,0.06503063479014796,0.06503063479014796,1.0
humaneval_043,HumanEval/43,gpt5_model,gpt-5-mini,openai,5,5,10,1.2083522752445142,1.2083522752445142,1.0
humaneval_044,HumanEval/44,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.5071104159056142,0.5071104159056142,1.0
humaneval_044,HumanEval/44,deepseek_model,deepseek-chat,deepseek,5,5,10,0.30644525252441857,0.30644525252441857,1.0
humaneval_044,HumanEval/44,gpt5_model,gpt-5-mini,openai,5,5,10,0.721669675919762,0.721669675919762,1.0
humaneval_045,HumanEval/45,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.18583159980110459,0.18583159980110459,1.0
humaneval_045,HumanEval/45,deepseek_model,deepseek-chat,deepseek,5,5,10,0.03716631996022092,0.03716631996022092,1.0
humaneval_045,HumanEval/45,gpt5_model,gpt-5-mini,openai,5,5,10,0.7530809462117098,0.7530809462117098,1.0
humaneval_046,HumanEval/46,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0524702453072812,1.0524702453072812,1.0
humaneval_046,HumanEval/46,deepseek_model,deepseek-chat,deepseek,5,5,10,0.8250940378312904,0.8250940378312904,1.0
humaneval_046,HumanEval/46,gpt5_model,gpt-5-mini,openai,5,5,10,0.8726511254644519,0.8726511254644519,1.0
humaneval_047,HumanEval/47,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6647803777446961,0.6647803777446961,1.0
humaneval_047,HumanEval/47,deepseek_model,deepseek-chat,deepseek,5,5,10,1.0250205474115468,1.0250205474115468,1.0
humaneval_047,HumanEval/47,gpt5_model,gpt-5-mini,openai,5,5,10,2.803682862298669,2.803682862298669,0.96
humaneval_048,HumanEval/48,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.3208507428801801,1.3208507428801801,1.0
humaneval_048,HumanEval/48,deepseek_model,deepseek-chat,deepseek,5,5,10,0.7512827492557272,0.7512827492557272,1.0
humaneval_048,HumanEval/48,gpt5_model,gpt-5-mini,openai,5,5,10,0.994305308105677,0.994305308105677,1.0
humaneval_049,HumanEval/49,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7829026802525398,0.7829026802525398,1.0
humaneval_049,HumanEval/49,deepseek_model,deepseek-chat,deepseek,5,5,10,1.3202636182352296,1.3202636182352296,1.0
humaneval_049,HumanEval/49,gpt5_model,gpt-5-mini,openai,5,5,10,1.8053545010334069,1.8053545010334069,1.0
humaneval_050,HumanEval/50,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.3784293639515151,0.3784293639515151,1.0
humaneval_050,HumanEval/50,deepseek_model,deepseek-chat,deepseek,5,5,10,0.0,0.0,1.0
humaneval_050,HumanEval/50,gpt5_model,gpt-5-mini,openai,5,5,10,1.3364104156435443,1.3364104156435443,1.0
humaneval_051,HumanEval/51,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.8126362301468232,0.8126362301468232,1.0
humaneval_051,HumanEval/51,deepseek_model,deepseek-chat,deepseek,5,5,10,1.1816879092678065,1.1816879092678065,1.0
humaneval_051,HumanEval/51,gpt5_model,gpt-5-mini,openai,5,5,10,1.1513679925784113,1.1513679925784113,1.0
humaneval_052,HumanEval/52,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.6354663905659983,1.6354663905659983,1.0
humaneval_052,HumanEval/52,deepseek_model,deepseek-chat,deepseek,5,5,10,2.4100839832288403,2.4100839832288403,1.0
humaneval_052,HumanEval/52,gpt5_model,gpt-5-mini,openai,5,5,10,1.6718356852547458,1.6718356852547458,1.0
humaneval_053,HumanEval/53,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.15805801191635632,0.15805801191635632,1.0
humaneval_053,HumanEval/53,deepseek_model,deepseek-chat,deepseek,5,5,10,0.0,0.0,1.0
humaneval_053,HumanEval/53,gpt5_model,gpt-5-mini,openai,5,5,10,1.1802101939350071,1.1802101939350071,1.0
humaneval_054,HumanEval/54,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.3215977291738358,0.3215977291738358,1.0
humaneval_054,HumanEval/54,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4620466767218209,0.4620466767218209,0.0
humaneval_054,HumanEval/54,gpt5_model,gpt-5-mini,openai,5,5,10,1.3403804600867237,1.3403804600867237,0.96
humaneval_055,HumanEval/55,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.744451232511328,0.744451232511328,1.0
humaneval_055,HumanEval/55,deepseek_model,deepseek-chat,deepseek,5,5,10,0.7710599355530965,0.7710599355530965,1.0
humaneval_055,HumanEval/55,gpt5_model,gpt-5-mini,openai,5,5,10,1.7337045902913775,1.7337045902913775,1.0
humaneval_056,HumanEval/56,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.11481012408942508,0.11481012408942508,1.0
humaneval_056,HumanEval/56,deepseek_model,deepseek-chat,deepseek,5,5,10,0.5747826821110265,0.5747826821110265,1.0
humaneval_056,HumanEval/56,gpt5_model,gpt-5-mini,openai,5,5,10,0.7619971360451571,0.7619971360451571,1.0
humaneval_057,HumanEval/57,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.2437451071532684,1.2437451071532684,1.0
humaneval_057,HumanEval/57,deepseek_model,deepseek-chat,deepseek,5,5,10,2.3832530264987244,2.3832530264987244,1.0
humaneval_057,HumanEval/57,gpt5_model,gpt-5-mini,openai,5,5,10,0.9927940469142333,0.9927940469142333,1.0
humaneval_058,HumanEval/58,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.8024362482371872,0.8024362482371872,1.0
humaneval_058,HumanEval/58,deepseek_model,deepseek-chat,deepseek,5,5,10,0.45579393864523166,0.45579393864523166,1.0
humaneval_058,HumanEval/58,gpt5_model,gpt-5-mini,openai,5,5,10,1.1180591139907654,1.1180591139907654,1.0
humaneval_059,HumanEval/59,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.04982522024736784,0.04982522024736784,1.0
humaneval_059,HumanEval/59,deepseek_model,deepseek-chat,deepseek,5,5,10,0.0,0.0,0.0
humaneval_059,HumanEval/59,gpt5_model,gpt-5-mini,openai,5,5,10,0.6266786588086861,0.6266786588086861,1.0
humaneval_060,HumanEval/60,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7361768889393685,0.7361768889393685,1.0
humaneval_060,HumanEval/60,deepseek_model,deepseek-chat,deepseek,5,5,10,0.47485137827701224,0.47485137827701224,1.0
humaneval_060,HumanEval/60,gpt5_model,gpt-5-mini,openai,5,5,10,0.4386659138344876,0.4386659138344876,0.96
humaneval_061,HumanEval/61,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.3431664145093377,0.3431664145093377,1.0
humaneval_061,HumanEval/61,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4464173852566044,0.4464173852566044,1.0
humaneval_061,HumanEval/61,gpt5_model,gpt-5-mini,openai,5,5,10,0.9956153329209174,0.9956153329209174,1.0
humaneval_062,HumanEval/62,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0523066484116628,1.0523066484116628,1.0
humaneval_062,HumanEval/62,deepseek_model,deepseek-chat,deepseek,5,5,10,1.0782013776797819,1.0782013776797819,1.0
humaneval_062,HumanEval/62,gpt5_model,gpt-5-mini,openai,5,5,10,0.8234036585537998,0.8234036585537998,1.0
humaneval_063,HumanEval/63,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.5526089483340044,0.5526089483340044,1.0
humaneval_063,HumanEval/63,deepseek_model,deepseek-chat,deepseek,5,5,10,0.5202567890652052,0.5202567890652052,1.0
humaneval_063,HumanEval/63,gpt5_model,gpt-5-mini,openai,5,5,10,2.0865845390124487,2.0865845390124487,1.0
humaneval_064,HumanEval/64,claude_model,claude-sonnet-4-6,anthropic,5,5,10,2.5143348794095877,2.5143348794095877,0.84
humaneval_064,HumanEval/64,deepseek_model,deepseek-chat,deepseek,5,5,10,0.2484608129166383,0.2484608129166383,1.0
humaneval_064,HumanEval/64,gpt5_model,gpt-5-mini,openai,5,5,10,5.070463197154405,5.070463197154405,1.0
humaneval_065,HumanEval/65,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.06738254642799277,0.06738254642799277,1.0
humaneval_065,HumanEval/65,deepseek_model,deepseek-chat,deepseek,5,5,10,0.3782159317283428,0.3782159317283428,0.92
humaneval_065,HumanEval/65,gpt5_model,gpt-5-mini,openai,5,5,10,0.9920998705612831,0.9920998705612831,1.0
humaneval_066,HumanEval/66,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.4764219738511335,1.4764219738511335,1.0
humaneval_066,HumanEval/66,deepseek_model,deepseek-chat,deepseek,5,5,10,1.4610673565324324,1.4610673565324324,1.0
humaneval_066,HumanEval/66,gpt5_model,gpt-5-mini,openai,5,5,10,1.3199821858076304,1.3199821858076304,1.0
humaneval_067,HumanEval/67,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6790695378190023,0.6790695378190023,1.0
humaneval_067,HumanEval/67,deepseek_model,deepseek-chat,deepseek,5,5,10,0.6717793096167715,0.6717793096167715,1.0
humaneval_067,HumanEval/67,gpt5_model,gpt-5-mini,openai,5,5,10,1.5415410270567194,1.5415410270567194,1.0
humaneval_068,HumanEval/68,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0899809905462126,1.0899809905462126,1.0
humaneval_068,HumanEval/68,deepseek_model,deepseek-chat,deepseek,5,5,10,0.478455778584431,0.478455778584431,1.0
humaneval_068,HumanEval/68,gpt5_model,gpt-5-mini,openai,5,5,10,0.8459930985090006,0.8459930985090006,1.0
humaneval_069,HumanEval/69,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7126804340185953,0.7126804340185953,1.0
humaneval_069,HumanEval/69,deepseek_model,deepseek-chat,deepseek,5,5,10,0.30069373661634513,0.30069373661634513,1.0
humaneval_069,HumanEval/69,gpt5_model,gpt-5-mini,openai,5,5,10,1.222129224594962,1.222129224594962,1.0
humaneval_070,HumanEval/70,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.8000658752111816,0.8000658752111816,1.0
humaneval_070,HumanEval/70,deepseek_model,deepseek-chat,deepseek,5,5,10,0.45187535356712355,0.45187535356712355,1.0
humaneval_070,HumanEval/70,gpt5_model,gpt-5-mini,openai,5,5,10,0.6320510441873177,0.6320510441873177,1.0
humaneval_071,HumanEval/71,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.3142680139009181,0.3142680139009181,1.0
humaneval_071,HumanEval/71,deepseek_model,deepseek-chat,deepseek,5,5,10,0.02001626925825346,0.02001626925825346,1.0
humaneval_071,HumanEval/71,gpt5_model,gpt-5-mini,openai,5,5,10,0.7631065204175463,0.7631065204175463,1.0
humaneval_072,HumanEval/72,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.8396427562932487,1.8396427562932487,1.0
humaneval_072,HumanEval/72,deepseek_model,deepseek-chat,deepseek,5,5,10,1.5855656137380059,1.5855656137380059,1.0
humaneval_072,HumanEval/72,gpt5_model,gpt-5-mini,openai,5,5,10,1.7123031468050893,1.7123031468050893,1.0
humaneval_073,HumanEval/73,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.9242834558729294,0.9242834558729294,1.0
