problem_id,model_name,prompt_name,num_valid_trees,num_pairs,avg_normalized_tree_edit_distance,tree_edit_stability
humaneval_002,gpt5_model,basic,5,10,0.5287878787878788,0.4712121212121212
humaneval_002,gpt5_model,concise,5,10,0.5372689075630253,0.46273109243697474
humaneval_002,gpt5_model,constraint,5,10,0.3298334219386851,0.6701665780613149
humaneval_002,gpt5_model,optimized,5,10,0.5651812083162198,0.43481879168378024
humaneval_002,gpt5_model,readable,5,10,0.4543958675424193,0.5456041324575807
humaneval_003,claude_model,basic,5,10,0.0,1.0
humaneval_003,claude_model,concise,5,10,0.0,1.0
humaneval_003,claude_model,constraint,5,10,0.0,1.0
humaneval_003,claude_model,optimized,5,10,0.0,1.0
humaneval_003,claude_model,readable,5,10,0.0,1.0
humaneval_003,deepseek_model,basic,5,10,0.0,1.0
humaneval_003,deepseek_model,concise,5,10,0.0,1.0
humaneval_003,deepseek_model,constraint,5,10,0.0,1.0
humaneval_003,deepseek_model,optimized,5,10,0.0,1.0
humaneval_003,deepseek_model,readable,5,10,0.0,1.0
humaneval_003,gpt5_model,basic,5,10,0.4221653878942882,0.5778346121057119
humaneval_003,gpt5_model,concise,5,10,0.2,0.8
humaneval_003,gpt5_model,constraint,5,10,0.5444081632653062,0.45559183673469383
humaneval_003,gpt5_model,optimized,5,10,0.25882352941176473,0.7411764705882353
humaneval_003,gpt5_model,readable,5,10,0.3197058823529412,0.6802941176470588
humaneval_004,claude_model,basic,5,10,0.0,1.0
humaneval_004,claude_model,concise,5,10,0.0,1.0
humaneval_004,claude_model,constraint,5,10,0.0,1.0
humaneval_004,claude_model,optimized,5,10,0.0,1.0
humaneval_004,claude_model,readable,5,10,0.0,1.0
humaneval_004,deepseek_model,basic,5,10,0.1411764705882353,0.8588235294117648
humaneval_004,deepseek_model,concise,5,10,0.0,1.0
humaneval_004,deepseek_model,constraint,5,10,0.02,0.98
humaneval_004,deepseek_model,optimized,5,10,0.0,1.0
humaneval_004,deepseek_model,readable,5,10,0.09090909090909091,0.9090909090909091
humaneval_004,gpt5_model,basic,5,10,0.5941419691419692,0.40585803085803085
humaneval_004,gpt5_model,concise,5,10,0.244758064516129,0.755241935483871
humaneval_004,gpt5_model,constraint,5,10,0.3730198797104535,0.6269801202895465
humaneval_004,gpt5_model,optimized,5,10,0.4922587719298246,0.5077412280701754
humaneval_004,gpt5_model,readable,5,10,0.5080089462886355,0.49199105371136453
humaneval_005,claude_model,basic,5,10,0.0,1.0
humaneval_005,claude_model,concise,5,10,0.0,1.0
humaneval_005,claude_model,constraint,5,10,0.0,1.0
humaneval_005,claude_model,optimized,5,10,0.0,1.0
humaneval_005,claude_model,readable,5,10,0.0,1.0
humaneval_005,deepseek_model,basic,5,10,0.06153846153846154,0.9384615384615385
humaneval_005,deepseek_model,concise,5,10,0.0,1.0
humaneval_005,deepseek_model,constraint,5,10,0.20652173913043476,0.7934782608695652
humaneval_005,deepseek_model,optimized,5,10,0.33333333333333337,0.6666666666666666
humaneval_005,deepseek_model,readable,5,10,0.07692307692307693,0.9230769230769231
humaneval_005,gpt5_model,basic,5,10,0.48986742424242424,0.5101325757575758
humaneval_005,gpt5_model,concise,5,10,0.11428571428571428,0.8857142857142857
humaneval_005,gpt5_model,constraint,5,10,0.45198308230115225,0.5480169176988477
humaneval_005,gpt5_model,optimized,5,10,0.2892621703853956,0.7107378296146044
humaneval_005,gpt5_model,readable,5,10,0.2856730992792374,0.7143269007207627
humaneval_006,claude_model,basic,5,10,0.0,1.0
humaneval_006,claude_model,concise,5,10,0.0,1.0
humaneval_006,claude_model,constraint,5,10,0.0,1.0
humaneval_006,claude_model,optimized,5,10,0.0,1.0
humaneval_006,claude_model,readable,5,10,0.0,1.0
humaneval_006,deepseek_model,basic,5,10,0.0,1.0
humaneval_006,deepseek_model,concise,5,10,0.07692307692307693,0.9230769230769231
humaneval_006,deepseek_model,constraint,5,10,0.0,1.0
humaneval_006,deepseek_model,optimized,5,10,0.07692307692307693,0.9230769230769231
humaneval_006,deepseek_model,readable,5,10,0.0,1.0
humaneval_006,gpt5_model,basic,5,10,0.21988923977863287,0.7801107602213672
humaneval_006,gpt5_model,concise,5,10,0.1609073359073359,0.8390926640926641
humaneval_006,gpt5_model,constraint,5,10,0.3503711915907038,0.6496288084092963
humaneval_006,gpt5_model,optimized,5,10,0.0885313959522574,0.9114686040477427
humaneval_006,gpt5_model,readable,5,10,0.13437862950058072,0.8656213704994193
humaneval_007,claude_model,basic,5,10,0.0,1.0
humaneval_007,claude_model,concise,5,10,0.0,1.0
humaneval_007,claude_model,constraint,5,10,0.0,1.0
humaneval_007,claude_model,optimized,5,10,0.0,1.0
humaneval_007,claude_model,readable,5,10,0.0,1.0
humaneval_007,deepseek_model,basic,5,10,0.0,1.0
humaneval_007,deepseek_model,concise,5,10,0.0,1.0
humaneval_007,deepseek_model,constraint,5,10,0.0,1.0
humaneval_007,deepseek_model,optimized,5,10,0.0,1.0
humaneval_007,deepseek_model,readable,5,10,0.36,0.64
humaneval_007,gpt5_model,basic,5,10,0.6062591172268592,0.3937408827731408
humaneval_007,gpt5_model,concise,5,10,0.12047619047619047,0.8795238095238095
humaneval_007,gpt5_model,constraint,5,10,0.4933943025444064,0.5066056974555936
humaneval_007,gpt5_model,optimized,5,10,0.026666666666666665,0.9733333333333334
humaneval_007,gpt5_model,readable,5,10,0.5539672364672364,0.44603276353276355
humaneval_008,claude_model,basic,5,10,0.0,1.0
humaneval_008,claude_model,concise,5,10,0.0,1.0
humaneval_008,claude_model,constraint,5,10,0.0,1.0
humaneval_008,claude_model,optimized,5,10,0.0,1.0
humaneval_008,claude_model,readable,5,10,0.0,1.0
humaneval_008,deepseek_model,basic,5,10,0.06666666666666667,0.9333333333333333
humaneval_008,deepseek_model,concise,5,10,0.07058823529411765,0.9294117647058824
humaneval_008,deepseek_model,constraint,5,10,0.02857142857142857,0.9714285714285714
humaneval_008,deepseek_model,optimized,5,10,0.0,1.0
humaneval_008,deepseek_model,readable,5,10,0.02857142857142857,0.9714285714285714
humaneval_008,gpt5_model,basic,5,10,0.4482775119617225,0.5517224880382775
humaneval_008,gpt5_model,concise,5,10,0.047058823529411764,0.9529411764705882
humaneval_008,gpt5_model,constraint,5,10,0.4800646711012565,0.5199353288987435
humaneval_008,gpt5_model,optimized,5,10,0.4632744067526676,0.5367255932473324
humaneval_008,gpt5_model,readable,5,10,0.37849529780564267,0.6215047021943574
humaneval_009,claude_model,basic,5,10,0.0,1.0
humaneval_009,claude_model,concise,5,10,0.0,1.0
humaneval_009,claude_model,constraint,5,10,0.0,1.0
humaneval_009,claude_model,optimized,5,10,0.0,1.0
humaneval_009,claude_model,readable,5,10,0.0,1.0
humaneval_009,deepseek_model,basic,5,10,0.0,1.0
humaneval_009,deepseek_model,concise,5,10,0.0,1.0
humaneval_009,deepseek_model,constraint,5,10,0.0,1.0
humaneval_009,deepseek_model,optimized,5,10,0.0,1.0
humaneval_009,deepseek_model,readable,5,10,0.03333333333333333,0.9666666666666667
humaneval_009,gpt5_model,basic,5,10,0.13793103448275862,0.8620689655172413
humaneval_009,gpt5_model,concise,5,10,0.2023863068465767,0.7976136931534232
humaneval_009,gpt5_model,constraint,5,10,0.4768453700770774,0.5231546299229226
humaneval_009,gpt5_model,optimized,5,10,0.32860764995653435,0.6713923500434656
humaneval_009,gpt5_model,readable,5,10,0.42636144412291577,0.5736385558770842
humaneval_010,claude_model,basic,5,10,0.0,1.0
humaneval_010,claude_model,concise,5,10,0.0,1.0
humaneval_010,claude_model,constraint,5,10,0.0,1.0
humaneval_010,claude_model,optimized,5,10,0.0,1.0
humaneval_010,claude_model,readable,5,10,0.0,1.0
humaneval_010,deepseek_model,basic,5,10,0.13999999999999999,0.86
humaneval_010,deepseek_model,concise,5,10,0.17736185383244207,0.8226381461675579
humaneval_010,deepseek_model,constraint,5,10,0.2030888030888031,0.7969111969111969
humaneval_010,deepseek_model,optimized,5,10,0.041379310344827586,0.9586206896551724
humaneval_010,deepseek_model,readable,5,10,0.0,1.0
humaneval_010,gpt5_model,basic,5,10,0.26055390308119264,0.7394460969188074
humaneval_010,gpt5_model,concise,5,10,0.4216965143801725,0.5783034856198275
humaneval_010,gpt5_model,constraint,5,10,0.4588954798041577,0.5411045201958423
humaneval_010,gpt5_model,optimized,5,10,0.5648809523809524,0.4351190476190476
humaneval_010,gpt5_model,readable,5,10,0.3054514874915483,0.6945485125084516
humaneval_011,claude_model,basic,5,10,0.0,1.0
humaneval_011,claude_model,concise,5,10,0.0,1.0
humaneval_011,claude_model,constraint,5,10,0.0,1.0
humaneval_011,claude_model,optimized,5,10,0.0,1.0
humaneval_011,claude_model,readable,5,10,0.0,1.0
humaneval_011,deepseek_model,basic,5,10,0.0,1.0
humaneval_011,deepseek_model,concise,5,10,0.03076923076923077,0.9692307692307692
humaneval_011,deepseek_model,constraint,5,10,0.0,1.0
humaneval_011,deepseek_model,optimized,5,10,0.12631578947368421,0.8736842105263158
humaneval_011,deepseek_model,readable,5,10,0.0,1.0
humaneval_011,gpt5_model,basic,5,10,0.22564102564102564,0.7743589743589744
humaneval_011,gpt5_model,concise,5,10,0.144,0.856
humaneval_011,gpt5_model,constraint,5,10,0.4265598290598291,0.5734401709401709
humaneval_011,gpt5_model,optimized,5,10,0.691441026279736,0.308558973720264
humaneval_011,gpt5_model,readable,5,10,0.2012158054711246,0.7987841945288754
humaneval_012,claude_model,basic,5,10,0.0,1.0
humaneval_012,claude_model,concise,5,10,0.0,1.0
humaneval_012,claude_model,constraint,5,10,0.0,1.0
humaneval_012,claude_model,optimized,5,10,0.1,0.9
humaneval_012,claude_model,readable,5,10,0.0,1.0
humaneval_012,deepseek_model,basic,5,10,0.2,0.8
humaneval_012,deepseek_model,concise,5,10,0.03636363636363636,0.9636363636363636
humaneval_012,deepseek_model,constraint,5,10,0.02,0.98
humaneval_012,deepseek_model,optimized,5,10,0.06315789473684211,0.9368421052631579
humaneval_012,deepseek_model,readable,5,10,0.0,1.0
humaneval_012,gpt5_model,basic,5,10,0.10434782608695652,0.8956521739130435
humaneval_012,gpt5_model,concise,5,10,0.37341137123745816,0.6265886287625418
humaneval_012,gpt5_model,constraint,5,10,0.27481389578163773,0.7251861042183623
humaneval_012,gpt5_model,optimized,5,10,0.08275862068965517,0.9172413793103449
humaneval_012,gpt5_model,readable,5,10,0.24186046511627907,0.758139534883721
humaneval_013,claude_model,basic,5,10,0.0,1.0
humaneval_013,claude_model,concise,5,10,0.06666666666666667,0.9333333333333333
humaneval_013,claude_model,constraint,5,10,0.0,1.0
humaneval_013,claude_model,optimized,5,10,0.0,1.0
humaneval_013,claude_model,readable,5,10,0.0,1.0
humaneval_013,deepseek_model,basic,5,10,0.0,1.0
humaneval_013,deepseek_model,concise,5,10,0.06000000000000001,0.94
humaneval_013,deepseek_model,constraint,5,10,0.0,1.0
humaneval_013,deepseek_model,optimized,5,10,0.0,1.0
humaneval_013,deepseek_model,readable,5,10,0.16,0.84
humaneval_013,gpt5_model,basic,5,10,0.4774322169059011,0.5225677830940989
humaneval_013,gpt5_model,concise,5,10,0.6899807915661574,0.31001920843384256
humaneval_013,gpt5_model,constraint,5,10,0.581160676849356,0.418839323150644
humaneval_013,gpt5_model,optimized,5,10,0.4528959810874705,0.5471040189125296
humaneval_013,gpt5_model,readable,5,10,0.5768104993935559,0.4231895006064441
humaneval_014,claude_model,basic,5,10,0.0,1.0
humaneval_014,claude_model,concise,5,10,0.0,1.0
humaneval_014,claude_model,constraint,5,10,0.0,1.0
humaneval_014,claude_model,optimized,5,10,0.0,1.0
humaneval_014,claude_model,readable,5,10,0.0,1.0
humaneval_014,deepseek_model,basic,5,10,0.0,1.0
humaneval_014,deepseek_model,concise,5,10,0.0,1.0
humaneval_014,deepseek_model,constraint,5,10,0.0,1.0
humaneval_014,deepseek_model,optimized,5,10,0.0,1.0
humaneval_014,deepseek_model,readable,5,10,0.0,1.0
humaneval_014,gpt5_model,basic,5,10,0.1411764705882353,0.8588235294117648
humaneval_014,gpt5_model,concise,5,10,0.0,1.0
humaneval_014,gpt5_model,constraint,5,10,0.5265123339658444,0.4734876660341556
humaneval_014,gpt5_model,optimized,5,10,0.5909890390938984,0.40901096090610156
humaneval_014,gpt5_model,readable,5,10,0.5886530136530137,0.4113469863469863
humaneval_015,claude_model,basic,5,10,0.0,1.0
humaneval_015,claude_model,concise,5,10,0.0,1.0
humaneval_015,claude_model,constraint,5,10,0.0,1.0
humaneval_015,claude_model,optimized,5,10,0.0,1.0
humaneval_015,claude_model,readable,5,10,0.05714285714285714,0.9428571428571428
humaneval_015,deepseek_model,basic,5,10,0.0,1.0
humaneval_015,deepseek_model,concise,5,10,0.0,1.0
humaneval_015,deepseek_model,constraint,5,10,0.0,1.0
humaneval_015,deepseek_model,optimized,5,10,0.03636363636363636,0.9636363636363636
humaneval_015,deepseek_model,readable,5,10,0.0,1.0
humaneval_015,gpt5_model,basic,5,10,0.1845238095238095,0.8154761904761905
humaneval_015,gpt5_model,concise,5,10,0.2092857142857143,0.7907142857142857
humaneval_015,gpt5_model,constraint,5,10,0.1559438470728793,0.8440561529271207
humaneval_015,gpt5_model,optimized,5,10,0.2814814814814815,0.7185185185185186
humaneval_015,gpt5_model,readable,5,10,0.19090909090909092,0.8090909090909091
humaneval_016,claude_model,basic,5,10,0.0,1.0
humaneval_016,claude_model,concise,5,10,0.0,1.0
humaneval_016,claude_model,constraint,5,10,0.0,1.0
humaneval_016,claude_model,optimized,5,10,0.0,1.0
humaneval_016,claude_model,readable,5,10,0.0,1.0
humaneval_016,deepseek_model,basic,5,10,0.0,1.0
humaneval_016,deepseek_model,concise,5,10,0.0,1.0
humaneval_016,deepseek_model,constraint,5,10,0.0,1.0
humaneval_016,deepseek_model,optimized,5,10,0.075,0.925
humaneval_016,deepseek_model,readable,5,10,0.0,1.0
humaneval_016,gpt5_model,basic,5,10,0.5367017040930084,0.46329829590699156
humaneval_016,gpt5_model,concise,5,10,0.4476800976800977,0.5523199023199024
humaneval_016,gpt5_model,constraint,5,10,0.251051051051051,0.7489489489489489
humaneval_016,gpt5_model,optimized,5,10,0.24838709677419354,0.7516129032258064
humaneval_016,gpt5_model,readable,5,10,0.44263689526847416,0.5573631047315258
humaneval_017,claude_model,basic,5,10,0.0,1.0
humaneval_017,claude_model,concise,5,10,0.0,1.0
humaneval_017,claude_model,constraint,5,10,0.2,0.8
humaneval_017,claude_model,optimized,5,10,0.14285714285714285,0.8571428571428572
humaneval_017,claude_model,readable,5,10,0.0,1.0
humaneval_017,deepseek_model,basic,5,10,0.3829787234042553,0.6170212765957447
humaneval_017,deepseek_model,concise,5,10,0.0,1.0
humaneval_017,deepseek_model,constraint,5,10,0.06382978723404256,0.9361702127659575
humaneval_017,deepseek_model,optimized,5,10,0.0,1.0
humaneval_017,deepseek_model,readable,5,10,0.27692307692307694,0.7230769230769231
humaneval_017,gpt5_model,basic,5,10,0.46102375102375104,0.538976248976249
humaneval_017,gpt5_model,concise,5,10,0.6979968765411804,0.30200312345881963
humaneval_017,gpt5_model,constraint,5,10,0.5311111111111111,0.4688888888888889
humaneval_017,gpt5_model,optimized,5,10,0.4213768115942029,0.5786231884057971
humaneval_017,gpt5_model,readable,5,10,0.5399084967320261,0.4600915032679739
humaneval_018,claude_model,basic,5,10,0.0,1.0
humaneval_018,claude_model,concise,5,10,0.0,1.0
humaneval_018,claude_model,constraint,5,10,0.0,1.0
humaneval_018,claude_model,optimized,5,10,0.0,1.0
humaneval_018,claude_model,readable,5,10,0.06666666666666667,0.9333333333333333
humaneval_018,deepseek_model,basic,5,10,0.18,0.8200000000000001
humaneval_018,deepseek_model,concise,5,10,0.0,1.0
humaneval_018,deepseek_model,constraint,5,10,0.0,1.0
humaneval_018,deepseek_model,optimized,5,10,0.06315789473684211,0.9368421052631579
humaneval_018,deepseek_model,readable,5,10,0.0,1.0
humaneval_018,gpt5_model,basic,5,10,0.33974358974358976,0.6602564102564102
humaneval_018,gpt5_model,concise,5,10,0.38925925925925925,0.6107407407407408
humaneval_018,gpt5_model,constraint,5,10,0.6420751633986927,0.35792483660130725
humaneval_018,gpt5_model,optimized,5,10,0.5066936250692246,0.49330637493077545
humaneval_018,gpt5_model,readable,5,10,0.6097110097110097,0.39028899028899033
humaneval_019,claude_model,basic,5,10,0.0,1.0
humaneval_019,claude_model,concise,5,10,0.0,1.0
humaneval_019,claude_model,constraint,5,10,0.13999999999999999,0.86
humaneval_019,claude_model,optimized,5,10,0.0,1.0
humaneval_019,claude_model,readable,5,10,0.10909090909090909,0.8909090909090909
humaneval_019,deepseek_model,basic,5,10,0.23087774294670846,0.7691222570532915
humaneval_019,deepseek_model,concise,5,10,0.2606039886039886,0.7393960113960114
humaneval_019,deepseek_model,constraint,5,10,0.0,1.0
humaneval_019,deepseek_model,optimized,5,10,0.20909090909090908,0.7909090909090909
humaneval_019,deepseek_model,readable,5,10,0.22758620689655168,0.7724137931034483
humaneval_019,gpt5_model,basic,5,10,0.34520940550133095,0.654790594498669
humaneval_019,gpt5_model,concise,5,10,0.43092740592740597,0.569072594072594
humaneval_019,gpt5_model,constraint,5,10,0.39557319798845225,0.6044268020115477
humaneval_019,gpt5_model,optimized,5,10,0.33473697171176164,0.6652630282882384
humaneval_019,gpt5_model,readable,5,10,0.4357946457271433,0.5642053542728567
humaneval_020,claude_model,basic,5,10,0.0,1.0
humaneval_020,claude_model,concise,5,10,0.0,1.0
humaneval_020,claude_model,constraint,5,10,0.0972972972972973,0.9027027027027027
humaneval_020,claude_model,optimized,5,10,0.0,1.0
humaneval_020,claude_model,readable,5,10,0.2947712418300653,0.7052287581699347
humaneval_020,deepseek_model,basic,5,10,0.01818181818181818,0.9818181818181818
humaneval_020,deepseek_model,concise,5,10,0.07368646138807429,0.9263135386119257
humaneval_020,deepseek_model,constraint,5,10,0.01818181818181818,0.9818181818181818
humaneval_020,deepseek_model,optimized,5,10,0.0,1.0
humaneval_020,deepseek_model,readable,5,10,0.16875,0.83125
humaneval_020,gpt5_model,basic,5,10,0.3819325328759291,0.6180674671240709
humaneval_020,gpt5_model,concise,5,10,0.3767098954390354,0.6232901045609647
humaneval_020,gpt5_model,constraint,5,10,0.4595902766320189,0.5404097233679811
humaneval_020,gpt5_model,optimized,5,10,0.36508796622097117,0.6349120337790288
humaneval_020,gpt5_model,readable,5,10,0.42142424242424237,0.5785757575757576
humaneval_021,claude_model,basic,5,10,0.0,1.0
humaneval_021,claude_model,concise,5,10,0.0,1.0
humaneval_021,claude_model,constraint,5,10,0.0,1.0
humaneval_021,claude_model,optimized,5,10,0.0,1.0
humaneval_021,claude_model,readable,5,10,0.0,1.0
humaneval_021,deepseek_model,basic,5,10,0.0,1.0
humaneval_021,deepseek_model,concise,5,10,0.08181818181818182,0.9181818181818182
humaneval_021,deepseek_model,constraint,5,10,0.08932806324110672,0.9106719367588932
humaneval_021,deepseek_model,optimized,5,10,0.13201581027667983,0.8679841897233201
humaneval_021,deepseek_model,readable,5,10,0.07826086956521738,0.9217391304347826
humaneval_021,gpt5_model,basic,5,10,0.18452574525745258,0.8154742547425474
humaneval_021,gpt5_model,concise,5,10,0.18698588698588697,0.8130141130141131
humaneval_021,gpt5_model,constraint,5,10,0.39933610249399726,0.6006638975060028
humaneval_021,gpt5_model,optimized,5,10,0.2831210417704405,0.7168789582295595
humaneval_021,gpt5_model,readable,5,10,0.1974114064230343,0.8025885935769657
humaneval_022,claude_model,basic,5,10,0.0,1.0
humaneval_022,claude_model,concise,5,10,0.04,0.96
humaneval_022,claude_model,constraint,5,10,0.0,1.0
humaneval_022,claude_model,optimized,5,10,0.0,1.0
humaneval_022,claude_model,readable,5,10,0.0,1.0
humaneval_022,deepseek_model,basic,5,10,0.0,1.0
humaneval_022,deepseek_model,concise,5,10,0.0,1.0
humaneval_022,deepseek_model,constraint,5,10,0.0,1.0
humaneval_022,deepseek_model,optimized,5,10,0.0,1.0
humaneval_022,deepseek_model,readable,5,10,0.0,1.0
humaneval_022,gpt5_model,basic,5,10,0.23022425629290616,0.7697757437070938
humaneval_022,gpt5_model,concise,5,10,0.25929333824070666,0.7407066617592933
humaneval_022,gpt5_model,constraint,5,10,0.21634782608695652,0.7836521739130435
humaneval_022,gpt5_model,optimized,5,10,0.33147058823529413,0.6685294117647058
humaneval_022,gpt5_model,readable,5,10,0.41930827067669174,0.5806917293233083
humaneval_023,claude_model,basic,5,10,0.0,1.0
humaneval_023,claude_model,concise,5,10,0.0,1.0
humaneval_023,claude_model,constraint,5,10,0.0,1.0
humaneval_023,claude_model,optimized,5,10,0.0,1.0
humaneval_023,claude_model,readable,5,10,0.0,1.0
humaneval_023,deepseek_model,basic,5,10,0.0,1.0
humaneval_023,deepseek_model,concise,5,10,0.0,1.0
humaneval_023,deepseek_model,constraint,5,10,0.0,1.0
humaneval_023,deepseek_model,optimized,5,10,0.0,1.0
humaneval_023,deepseek_model,readable,5,10,0.0,1.0
humaneval_023,gpt5_model,basic,5,10,0.23076923076923078,0.7692307692307692
humaneval_023,gpt5_model,concise,5,10,0.4,0.6
humaneval_023,gpt5_model,constraint,5,10,0.2908975336892957,0.7091024663107043
humaneval_023,gpt5_model,optimized,5,10,0.2571428571428571,0.7428571428571429
humaneval_023,gpt5_model,readable,5,10,0.32036199095022627,0.6796380090497738
humaneval_024,claude_model,basic,5,10,0.0,1.0
humaneval_024,claude_model,concise,5,10,0.0,1.0
humaneval_024,claude_model,constraint,5,10,0.03333333333333333,0.9666666666666667
humaneval_024,claude_model,optimized,5,10,0.1125,0.8875
humaneval_024,claude_model,readable,5,10,0.0,1.0
humaneval_024,deepseek_model,basic,5,10,0.0,1.0
humaneval_024,deepseek_model,concise,5,10,0.0,1.0
humaneval_024,deepseek_model,constraint,5,10,0.08,0.92
humaneval_024,deepseek_model,optimized,5,10,0.03333333333333333,0.9666666666666667
humaneval_024,deepseek_model,readable,5,10,0.0,1.0
humaneval_024,gpt5_model,basic,5,10,0.23705409356725146,0.7629459064327485
humaneval_024,gpt5_model,concise,5,10,0.3458768315018315,0.6541231684981685
humaneval_024,gpt5_model,constraint,5,10,0.5058063713290195,0.4941936286709805
humaneval_024,gpt5_model,optimized,5,10,0.38046332046332043,0.6195366795366796
humaneval_024,gpt5_model,readable,5,10,0.33098354074668807,0.6690164592533119
humaneval_025,claude_model,basic,5,10,0.0,1.0
humaneval_025,claude_model,concise,5,10,0.0,1.0
humaneval_025,claude_model,constraint,5,10,0.0,1.0
humaneval_025,claude_model,optimized,5,10,0.0,1.0
humaneval_025,claude_model,readable,5,10,0.015384615384615385,0.9846153846153847
humaneval_025,deepseek_model,basic,5,10,0.0,1.0
humaneval_025,deepseek_model,concise,5,10,0.0,1.0
humaneval_025,deepseek_model,constraint,5,10,0.0,1.0
humaneval_025,deepseek_model,optimized,5,10,0.0,1.0
humaneval_025,deepseek_model,readable,5,10,0.04444444444444444,0.9555555555555556
humaneval_025,gpt5_model,basic,5,10,0.26525833128633425,0.7347416687136658
humaneval_025,gpt5_model,concise,5,10,0.1784859584859585,0.8215140415140415
humaneval_025,gpt5_model,constraint,5,10,0.29228710867531765,0.7077128913246824
humaneval_025,gpt5_model,optimized,5,10,0.2806350806451613,0.7193649193548387
humaneval_025,gpt5_model,readable,5,10,0.3248985721547063,0.6751014278452937
humaneval_026,claude_model,basic,5,10,0.0,1.0
humaneval_026,claude_model,concise,5,10,0.0,1.0
humaneval_026,claude_model,constraint,5,10,0.0,1.0
humaneval_026,claude_model,optimized,5,10,0.0,1.0
humaneval_026,claude_model,readable,5,10,0.0,1.0
humaneval_026,deepseek_model,basic,5,10,0.0,1.0
humaneval_026,deepseek_model,concise,5,10,0.02857142857142857,0.9714285714285714
humaneval_026,deepseek_model,constraint,5,10,0.0,1.0
humaneval_026,deepseek_model,optimized,5,10,0.02857142857142857,0.9714285714285714
humaneval_026,deepseek_model,readable,5,10,0.25,0.75
humaneval_026,gpt5_model,basic,5,10,0.0,1.0
humaneval_026,gpt5_model,concise,5,10,0.0,1.0
humaneval_026,gpt5_model,constraint,5,10,0.3802286749795055,0.6197713250204945
humaneval_026,gpt5_model,optimized,5,10,0.08888888888888888,0.9111111111111111
humaneval_026,gpt5_model,readable,5,10,0.3718906430496727,0.6281093569503273
humaneval_027,claude_model,basic,5,10,0.0,1.0
humaneval_027,claude_model,concise,5,10,0.0,1.0
humaneval_027,claude_model,constraint,5,10,0.0,1.0
humaneval_027,claude_model,optimized,5,10,0.0,1.0
humaneval_027,claude_model,readable,5,10,0.0,1.0
humaneval_027,deepseek_model,basic,5,10,0.0,1.0
humaneval_027,deepseek_model,concise,5,10,0.0,1.0
humaneval_027,deepseek_model,constraint,5,10,0.0,1.0
humaneval_027,deepseek_model,optimized,5,10,0.0,1.0
humaneval_027,deepseek_model,readable,5,10,0.0,1.0
humaneval_027,gpt5_model,basic,5,10,0.1,0.9
humaneval_027,gpt5_model,concise,5,10,0.43377192982456136,0.5662280701754386
