problem_id,task_id,model_name,model_id,provider,num_prompt_types,num_valid_prompt_vectors,num_prompt_pairs,avg_prompt_distance,pssi,success_rate
humaneval_010,HumanEval/10,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.2994012159346294,0.2994012159346294,1.0
humaneval_010,HumanEval/10,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4191701134049658,0.4191701134049658,0.92
humaneval_010,HumanEval/10,gpt5_model,gpt-5-mini,openai,5,5,10,0.5894887318716419,0.5894887318716419,1.0
humaneval_011,HumanEval/11,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.5588046620478739,0.5588046620478739,1.0
humaneval_011,HumanEval/11,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4799541295610755,0.4799541295610755,1.0
humaneval_011,HumanEval/11,gpt5_model,gpt-5-mini,openai,5,5,10,1.5767984484442539,1.5767984484442539,1.0
humaneval_012,HumanEval/12,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.5999828344450386,1.5999828344450386,1.0
humaneval_012,HumanEval/12,deepseek_model,deepseek-chat,deepseek,5,5,10,0.5566891962167262,0.5566891962167262,1.0
humaneval_012,HumanEval/12,gpt5_model,gpt-5-mini,openai,5,5,10,0.6700122201588143,0.6700122201588143,1.0
humaneval_013,HumanEval/13,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.777168180284509,0.777168180284509,1.0
humaneval_013,HumanEval/13,deepseek_model,deepseek-chat,deepseek,5,5,10,0.35701911598192054,0.35701911598192054,1.0
humaneval_013,HumanEval/13,gpt5_model,gpt-5-mini,openai,5,5,10,1.0548477354639059,1.0548477354639059,1.0
humaneval_014,HumanEval/14,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7075538092524714,0.7075538092524714,1.0
humaneval_014,HumanEval/14,deepseek_model,deepseek-chat,deepseek,5,5,10,0.7062320561821694,0.7062320561821694,1.0
humaneval_014,HumanEval/14,gpt5_model,gpt-5-mini,openai,5,5,10,0.9420611328422355,0.9420611328422355,1.0
humaneval_015,HumanEval/15,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0053261538346827,1.0053261538346827,1.0
humaneval_015,HumanEval/15,deepseek_model,deepseek-chat,deepseek,5,5,10,0.03201952006017568,0.03201952006017568,1.0
humaneval_015,HumanEval/15,gpt5_model,gpt-5-mini,openai,5,5,10,0.8158099434822981,0.8158099434822981,1.0
humaneval_016,HumanEval/16,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.8710346094102436,0.8710346094102436,1.0
humaneval_016,HumanEval/16,deepseek_model,deepseek-chat,deepseek,5,5,10,0.07621632366263616,0.07621632366263616,1.0
humaneval_016,HumanEval/16,gpt5_model,gpt-5-mini,openai,5,5,10,0.9961449270269134,0.9961449270269134,1.0
humaneval_017,HumanEval/17,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.870839108917132,0.870839108917132,1.0
humaneval_017,HumanEval/17,deepseek_model,deepseek-chat,deepseek,5,5,10,1.8222787845298611,1.8222787845298611,1.0
humaneval_017,HumanEval/17,gpt5_model,gpt-5-mini,openai,5,5,10,0.9651926785357577,0.9651926785357577,0.96
humaneval_018,HumanEval/18,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0119798279634755,1.0119798279634755,1.0
humaneval_018,HumanEval/18,deepseek_model,deepseek-chat,deepseek,5,5,10,0.45889129329711276,0.45889129329711276,1.0
humaneval_018,HumanEval/18,gpt5_model,gpt-5-mini,openai,5,5,10,1.5265719431746503,1.5265719431746503,1.0
humaneval_019,HumanEval/19,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0365735838877512,1.0365735838877512,1.0
humaneval_019,HumanEval/19,deepseek_model,deepseek-chat,deepseek,5,5,10,0.025282466587906206,0.025282466587906206,1.0
humaneval_019,HumanEval/19,gpt5_model,gpt-5-mini,openai,5,5,10,0.817639872762579,0.817639872762579,1.0
humaneval_020,HumanEval/20,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6837539218925297,0.6837539218925297,1.0
humaneval_020,HumanEval/20,deepseek_model,deepseek-chat,deepseek,5,5,10,0.29881508455124683,0.29881508455124683,1.0
humaneval_020,HumanEval/20,gpt5_model,gpt-5-mini,openai,5,5,10,0.6792188606887503,0.6792188606887503,1.0
humaneval_021,HumanEval/21,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.05540146959305479,0.05540146959305479,1.0
humaneval_021,HumanEval/21,deepseek_model,deepseek-chat,deepseek,5,5,10,0.03714951866973817,0.03714951866973817,1.0
humaneval_021,HumanEval/21,gpt5_model,gpt-5-mini,openai,5,5,10,1.3920216274467532,1.3920216274467532,1.0
humaneval_022,HumanEval/22,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7443169061576996,0.7443169061576996,1.0
humaneval_022,HumanEval/22,deepseek_model,deepseek-chat,deepseek,5,5,10,0.6092284113448698,0.6092284113448698,1.0
humaneval_022,HumanEval/22,gpt5_model,gpt-5-mini,openai,5,5,10,0.8188374413085471,0.8188374413085471,1.0
humaneval_023,HumanEval/23,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.5941569433949893,0.5941569433949893,1.0
humaneval_023,HumanEval/23,deepseek_model,deepseek-chat,deepseek,5,5,10,0.5941569433949893,0.5941569433949893,1.0
humaneval_023,HumanEval/23,gpt5_model,gpt-5-mini,openai,5,5,10,0.7742373515032749,0.7742373515032749,1.0
humaneval_024,HumanEval/24,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.546344738493571,0.546344738493571,1.0
humaneval_024,HumanEval/24,deepseek_model,deepseek-chat,deepseek,5,5,10,0.32359051319393467,0.32359051319393467,1.0
humaneval_024,HumanEval/24,gpt5_model,gpt-5-mini,openai,5,5,10,0.7719527784654167,0.7719527784654167,0.88
humaneval_025,HumanEval/25,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.0483849283185757,0.0483849283185757,1.0
humaneval_025,HumanEval/25,deepseek_model,deepseek-chat,deepseek,5,5,10,0.1340907783514706,0.1340907783514706,1.0
humaneval_025,HumanEval/25,gpt5_model,gpt-5-mini,openai,5,5,10,0.6351558426849576,0.6351558426849576,1.0
humaneval_026,HumanEval/26,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.9965210773327305,0.9965210773327305,1.0
humaneval_026,HumanEval/26,deepseek_model,deepseek-chat,deepseek,5,5,10,1.1997152735225731,1.1997152735225731,1.0
humaneval_026,HumanEval/26,gpt5_model,gpt-5-mini,openai,5,5,10,1.1542653213064744,1.1542653213064744,1.0
humaneval_027,HumanEval/27,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.667927290501925,1.667927290501925,1.0
humaneval_027,HumanEval/27,deepseek_model,deepseek-chat,deepseek,5,5,10,1.9236985744164357,1.9236985744164357,1.0
humaneval_027,HumanEval/27,gpt5_model,gpt-5-mini,openai,5,5,10,2.1895077900523696,2.1895077900523696,0.96
humaneval_028,HumanEval/28,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6364981886635558,0.6364981886635558,1.0
humaneval_028,HumanEval/28,deepseek_model,deepseek-chat,deepseek,5,5,10,0.5465080158455253,0.5465080158455253,1.0
humaneval_028,HumanEval/28,gpt5_model,gpt-5-mini,openai,5,5,10,1.172259871480509,1.172259871480509,1.0
humaneval_029,HumanEval/29,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6489025692595589,0.6489025692595589,1.0
humaneval_029,HumanEval/29,deepseek_model,deepseek-chat,deepseek,5,5,10,0.6079622108394466,0.6079622108394466,1.0
humaneval_029,HumanEval/29,gpt5_model,gpt-5-mini,openai,5,5,10,1.2178107049113183,1.2178107049113183,1.0
humaneval_030,HumanEval/30,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.8759882165690408,0.8759882165690408,1.0
humaneval_030,HumanEval/30,deepseek_model,deepseek-chat,deepseek,5,5,10,0.7641997395195939,0.7641997395195939,1.0
humaneval_030,HumanEval/30,gpt5_model,gpt-5-mini,openai,5,5,10,1.966009365647458,1.966009365647458,1.0
humaneval_031,HumanEval/31,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.9741363264108136,0.9741363264108136,1.0
humaneval_031,HumanEval/31,deepseek_model,deepseek-chat,deepseek,5,5,10,0.020710046143752603,0.020710046143752603,1.0
humaneval_031,HumanEval/31,gpt5_model,gpt-5-mini,openai,5,5,10,0.867716652285648,0.867716652285648,1.0
humaneval_032,HumanEval/32,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.47239694214379746,0.47239694214379746,0.36
humaneval_032,HumanEval/32,deepseek_model,deepseek-chat,deepseek,5,5,10,1.4519082294341596,1.4519082294341596,0.8
humaneval_032,HumanEval/32,gpt5_model,gpt-5-mini,openai,5,5,10,3.444392918789709,3.444392918789709,0.84
humaneval_033,HumanEval/33,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.24628576347500664,0.24628576347500664,1.0
humaneval_033,HumanEval/33,deepseek_model,deepseek-chat,deepseek,5,5,10,0.16103612655702043,0.16103612655702043,1.0
humaneval_033,HumanEval/33,gpt5_model,gpt-5-mini,openai,5,5,10,0.3333652985215861,0.3333652985215861,1.0
humaneval_034,HumanEval/34,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0292022339774691,1.0292022339774691,1.0
humaneval_034,HumanEval/34,deepseek_model,deepseek-chat,deepseek,5,5,10,0.6175924536112124,0.6175924536112124,1.0
humaneval_034,HumanEval/34,gpt5_model,gpt-5-mini,openai,5,5,10,1.3097511511155888,1.3097511511155888,1.0
humaneval_035,HumanEval/35,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.1614264702371975,1.1614264702371975,1.0
humaneval_035,HumanEval/35,deepseek_model,deepseek-chat,deepseek,5,5,10,1.0215276126703268,1.0215276126703268,1.0
humaneval_035,HumanEval/35,gpt5_model,gpt-5-mini,openai,5,5,10,0.7423566085984541,0.7423566085984541,1.0
humaneval_036,HumanEval/36,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.05389363290013247,0.05389363290013247,1.0
humaneval_036,HumanEval/36,deepseek_model,deepseek-chat,deepseek,5,5,10,0.2630868204023914,0.2630868204023914,1.0
humaneval_036,HumanEval/36,gpt5_model,gpt-5-mini,openai,5,5,10,1.849371649516387,1.849371649516387,1.0
humaneval_037,HumanEval/37,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.01946073566787434,0.01946073566787434,1.0
humaneval_037,HumanEval/37,deepseek_model,deepseek-chat,deepseek,5,5,10,0.44440660445749725,0.44440660445749725,1.0
humaneval_037,HumanEval/37,gpt5_model,gpt-5-mini,openai,5,5,10,0.6189861736338884,0.6189861736338884,1.0
humaneval_038,HumanEval/38,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.006134757258506962,0.006134757258506962,1.0
humaneval_038,HumanEval/38,deepseek_model,deepseek-chat,deepseek,5,5,10,1.1745973022380447,1.1745973022380447,0.76
humaneval_038,HumanEval/38,gpt5_model,gpt-5-mini,openai,5,5,10,0.7449495418401182,0.7449495418401182,1.0
humaneval_039,HumanEval/39,claude_model,claude-sonnet-4-6,anthropic,5,5,10,2.217548251165126,2.217548251165126,0.6
humaneval_039,HumanEval/39,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4264033034551263,0.4264033034551263,1.0
humaneval_039,HumanEval/39,gpt5_model,gpt-5-mini,openai,5,5,10,2.007253551490586,2.007253551490586,1.0
humaneval_040,HumanEval/40,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.9228525431126157,0.9228525431126157,1.0
humaneval_040,HumanEval/40,deepseek_model,deepseek-chat,deepseek,5,5,10,0.9232459765421789,0.9232459765421789,1.0
humaneval_040,HumanEval/40,gpt5_model,gpt-5-mini,openai,5,5,10,0.5153850633048245,0.5153850633048245,1.0
humaneval_041,HumanEval/41,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.5621757397550772,0.5621757397550772,1.0
humaneval_041,HumanEval/41,deepseek_model,deepseek-chat,deepseek,5,5,10,0.20064988296252198,0.20064988296252198,1.0
humaneval_041,HumanEval/41,gpt5_model,gpt-5-mini,openai,5,5,10,1.0834574946499744,1.0834574946499744,0.8
humaneval_042,HumanEval/42,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6399377182007532,0.6399377182007532,1.0
humaneval_042,HumanEval/42,deepseek_model,deepseek-chat,deepseek,5,5,10,0.47585916715427734,0.47585916715427734,1.0
humaneval_042,HumanEval/42,gpt5_model,gpt-5-mini,openai,5,5,10,1.7814188593607778,1.7814188593607778,1.0
humaneval_043,HumanEval/43,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6386225893570818,0.6386225893570818,1.0
humaneval_043,HumanEval/43,deepseek_model,deepseek-chat,deepseek,5,5,10,0.06537778669293673,0.06537778669293673,1.0
humaneval_043,HumanEval/43,gpt5_model,gpt-5-mini,openai,5,5,10,1.194015890955802,1.194015890955802,1.0
humaneval_044,HumanEval/44,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.5113063762453492,0.5113063762453492,1.0
humaneval_044,HumanEval/44,deepseek_model,deepseek-chat,deepseek,5,5,10,0.3104626364196642,0.3104626364196642,1.0
humaneval_044,HumanEval/44,gpt5_model,gpt-5-mini,openai,5,5,10,0.7254091234576607,0.7254091234576607,1.0
humaneval_045,HumanEval/45,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.18682362138719885,0.18682362138719885,1.0
humaneval_045,HumanEval/45,deepseek_model,deepseek-chat,deepseek,5,5,10,0.03736472427743977,0.03736472427743977,1.0
humaneval_045,HumanEval/45,gpt5_model,gpt-5-mini,openai,5,5,10,0.7557638512773142,0.7557638512773142,1.0
humaneval_046,HumanEval/46,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.058746572350598,1.058746572350598,1.0
humaneval_046,HumanEval/46,deepseek_model,deepseek-chat,deepseek,5,5,10,0.8295303491901628,0.8295303491901628,1.0
humaneval_046,HumanEval/46,gpt5_model,gpt-5-mini,openai,5,5,10,0.8638779114500481,0.8638779114500481,1.0
humaneval_047,HumanEval/47,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6758536227219537,0.6758536227219537,1.0
humaneval_047,HumanEval/47,deepseek_model,deepseek-chat,deepseek,5,5,10,1.0401166261810753,1.0401166261810753,1.0
humaneval_047,HumanEval/47,gpt5_model,gpt-5-mini,openai,5,5,10,2.777607783456134,2.777607783456134,0.96
humaneval_048,HumanEval/48,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.3212293009947307,1.3212293009947307,1.0
humaneval_048,HumanEval/48,deepseek_model,deepseek-chat,deepseek,5,5,10,0.7391341666561954,0.7391341666561954,1.0
humaneval_048,HumanEval/48,gpt5_model,gpt-5-mini,openai,5,5,10,0.981275883834325,0.981275883834325,1.0
humaneval_049,HumanEval/49,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7830723797050428,0.7830723797050428,1.0
humaneval_049,HumanEval/49,deepseek_model,deepseek-chat,deepseek,5,5,10,1.3274129606057903,1.3274129606057903,1.0
humaneval_049,HumanEval/49,gpt5_model,gpt-5-mini,openai,5,5,10,1.798819834563048,1.798819834563048,1.0
humaneval_050,HumanEval/50,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.3671388433499766,0.3671388433499766,1.0
humaneval_050,HumanEval/50,deepseek_model,deepseek-chat,deepseek,5,5,10,0.0,0.0,1.0
humaneval_050,HumanEval/50,gpt5_model,gpt-5-mini,openai,5,5,10,1.3115227688239182,1.3115227688239182,1.0
humaneval_051,HumanEval/51,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.8087082467685933,0.8087082467685933,1.0
humaneval_051,HumanEval/51,deepseek_model,deepseek-chat,deepseek,5,5,10,1.1810192115680165,1.1810192115680165,1.0
humaneval_051,HumanEval/51,gpt5_model,gpt-5-mini,openai,5,5,10,1.150777258695654,1.150777258695654,1.0
humaneval_052,HumanEval/52,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.6413745751324047,1.6413745751324047,1.0
humaneval_052,HumanEval/52,deepseek_model,deepseek-chat,deepseek,5,5,10,2.418711092451802,2.418711092451802,1.0
humaneval_052,HumanEval/52,gpt5_model,gpt-5-mini,openai,5,5,10,1.6760127545292587,1.6760127545292587,1.0
humaneval_053,HumanEval/53,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.15933117337695338,0.15933117337695338,1.0
humaneval_053,HumanEval/53,deepseek_model,deepseek-chat,deepseek,5,5,10,0.0,0.0,1.0
humaneval_053,HumanEval/53,gpt5_model,gpt-5-mini,openai,5,5,10,1.1911780630439743,1.1911780630439743,1.0
humaneval_054,HumanEval/54,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.32527664482349417,0.32527664482349417,1.0
humaneval_054,HumanEval/54,deepseek_model,deepseek-chat,deepseek,5,5,10,0.45710409060476637,0.45710409060476637,0.0
humaneval_054,HumanEval/54,gpt5_model,gpt-5-mini,openai,5,5,10,1.3379935351347751,1.3379935351347751,0.96
humaneval_055,HumanEval/55,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7560122477642097,0.7560122477642097,1.0
humaneval_055,HumanEval/55,deepseek_model,deepseek-chat,deepseek,5,5,10,0.7794995350284745,0.7794995350284745,1.0
humaneval_055,HumanEval/55,gpt5_model,gpt-5-mini,openai,5,5,10,1.7079912824574575,1.7079912824574575,1.0
humaneval_056,HumanEval/56,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.11569686090052653,0.11569686090052653,1.0
humaneval_056,HumanEval/56,deepseek_model,deepseek-chat,deepseek,5,5,10,0.5819667384445784,0.5819667384445784,1.0
humaneval_056,HumanEval/56,gpt5_model,gpt-5-mini,openai,5,5,10,0.7584178628358014,0.7584178628358014,1.0
humaneval_057,HumanEval/57,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.2484429090012026,1.2484429090012026,1.0
humaneval_057,HumanEval/57,deepseek_model,deepseek-chat,deepseek,5,5,10,2.388834884869525,2.388834884869525,1.0
humaneval_057,HumanEval/57,gpt5_model,gpt-5-mini,openai,5,5,10,0.9825435661638586,0.9825435661638586,1.0
humaneval_058,HumanEval/58,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7999948857692699,0.7999948857692699,1.0
humaneval_058,HumanEval/58,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4568184491326622,0.4568184491326622,1.0
humaneval_058,HumanEval/58,gpt5_model,gpt-5-mini,openai,5,5,10,1.1118467645744936,1.1118467645744936,1.0
humaneval_059,HumanEval/59,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.05009120135106707,0.05009120135106707,1.0
humaneval_059,HumanEval/59,deepseek_model,deepseek-chat,deepseek,5,5,10,0.0,0.0,0.0
humaneval_059,HumanEval/59,gpt5_model,gpt-5-mini,openai,5,5,10,0.629785187912579,0.629785187912579,1.0
humaneval_060,HumanEval/60,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7261140663430564,0.7261140663430564,1.0
humaneval_060,HumanEval/60,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4682086734409515,0.4682086734409515,1.0
humaneval_060,HumanEval/60,gpt5_model,gpt-5-mini,openai,5,5,10,0.4384214154832451,0.4384214154832451,0.96
humaneval_061,HumanEval/61,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.3464261250451641,0.3464261250451641,1.0
humaneval_061,HumanEval/61,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4526573519979723,0.4526573519979723,1.0
humaneval_061,HumanEval/61,gpt5_model,gpt-5-mini,openai,5,5,10,0.9949956025951598,0.9949956025951598,1.0
humaneval_062,HumanEval/62,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0448233455816625,1.0448233455816625,1.0
humaneval_062,HumanEval/62,deepseek_model,deepseek-chat,deepseek,5,5,10,1.0758576649240976,1.0758576649240976,1.0
humaneval_062,HumanEval/62,gpt5_model,gpt-5-mini,openai,5,5,10,0.8199083155312648,0.8199083155312648,1.0
humaneval_063,HumanEval/63,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.5547094112494326,0.5547094112494326,1.0
humaneval_063,HumanEval/63,deepseek_model,deepseek-chat,deepseek,5,5,10,0.5249469762543242,0.5249469762543242,1.0
humaneval_063,HumanEval/63,gpt5_model,gpt-5-mini,openai,5,5,10,2.0502866816431218,2.0502866816431218,1.0
humaneval_064,HumanEval/64,claude_model,claude-sonnet-4-6,anthropic,5,5,10,2.4713662991710446,2.4713662991710446,0.84
humaneval_064,HumanEval/64,deepseek_model,deepseek-chat,deepseek,5,5,10,0.25107005839560104,0.25107005839560104,1.0
humaneval_064,HumanEval/64,gpt5_model,gpt-5-mini,openai,5,5,10,4.9583624955156065,4.9583624955156065,1.0
humaneval_065,HumanEval/65,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.06774225349963243,0.06774225349963243,1.0
humaneval_065,HumanEval/65,deepseek_model,deepseek-chat,deepseek,5,5,10,0.37980189173591183,0.37980189173591183,0.92
humaneval_065,HumanEval/65,gpt5_model,gpt-5-mini,openai,5,5,10,0.9914390133976783,0.9914390133976783,1.0
humaneval_066,HumanEval/66,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.4802970235240072,1.4802970235240072,1.0
humaneval_066,HumanEval/66,deepseek_model,deepseek-chat,deepseek,5,5,10,1.464783825739831,1.464783825739831,1.0
humaneval_066,HumanEval/66,gpt5_model,gpt-5-mini,openai,5,5,10,1.305811425187257,1.305811425187257,1.0
humaneval_067,HumanEval/67,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.6899655961861177,0.6899655961861177,1.0
humaneval_067,HumanEval/67,deepseek_model,deepseek-chat,deepseek,5,5,10,0.6828868195373408,0.6828868195373408,1.0
humaneval_067,HumanEval/67,gpt5_model,gpt-5-mini,openai,5,5,10,1.5381867457022982,1.5381867457022982,1.0
humaneval_068,HumanEval/68,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.0835314798127555,1.0835314798127555,1.0
humaneval_068,HumanEval/68,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4816187739752257,0.4816187739752257,1.0
humaneval_068,HumanEval/68,gpt5_model,gpt-5-mini,openai,5,5,10,0.8445233266789656,0.8445233266789656,1.0
humaneval_069,HumanEval/69,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7061302846688112,0.7061302846688112,1.0
humaneval_069,HumanEval/69,deepseek_model,deepseek-chat,deepseek,5,5,10,0.29999033345403814,0.29999033345403814,1.0
humaneval_069,HumanEval/69,gpt5_model,gpt-5-mini,openai,5,5,10,1.2172151426529816,1.2172151426529816,1.0
humaneval_070,HumanEval/70,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.7993622854261592,0.7993622854261592,1.0
humaneval_070,HumanEval/70,deepseek_model,deepseek-chat,deepseek,5,5,10,0.4561065037214698,0.4561065037214698,1.0
humaneval_070,HumanEval/70,gpt5_model,gpt-5-mini,openai,5,5,10,0.6294449352995626,0.6294449352995626,1.0
humaneval_071,HumanEval/71,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.3194232086175147,0.3194232086175147,1.0
humaneval_071,HumanEval/71,deepseek_model,deepseek-chat,deepseek,5,5,10,0.020123121759111885,0.020123121759111885,1.0
humaneval_071,HumanEval/71,gpt5_model,gpt-5-mini,openai,5,5,10,0.7668321488017121,0.7668321488017121,1.0
humaneval_072,HumanEval/72,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.8510511943196275,1.8510511943196275,1.0
humaneval_072,HumanEval/72,deepseek_model,deepseek-chat,deepseek,5,5,10,1.5952297937003832,1.5952297937003832,1.0
humaneval_072,HumanEval/72,gpt5_model,gpt-5-mini,openai,5,5,10,1.697261556856916,1.697261556856916,1.0
humaneval_073,HumanEval/73,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.9294614876801275,0.9294614876801275,1.0
