problem_id,task_id,model_name,model_id,provider,num_samples,num_valid_vectors,structural_variance,sds,success_rate
humaneval_008,HumanEval/8,deepseek_model,deepseek-chat,deepseek,25,25,0.04652377533306318,0.4716126349014075,1.0
humaneval_008,HumanEval/8,gpt5_model,gpt-5-mini,openai,25,25,0.10363512701318847,0.6729473931477123,1.0
humaneval_009,HumanEval/9,claude_model,claude-sonnet-4-6,anthropic,25,25,0.07551320815958829,0.491230150455176,1.0
humaneval_009,HumanEval/9,deepseek_model,deepseek-chat,deepseek,25,25,0.00012924483726793485,0.020297522147690764,1.0
humaneval_009,HumanEval/9,gpt5_model,gpt-5-mini,openai,25,25,0.06703764447857899,0.47196512105327443,1.0
humaneval_010,HumanEval/10,claude_model,claude-sonnet-4-6,anthropic,25,25,0.01792821762062692,0.23952097274770356,1.0
humaneval_010,HumanEval/10,deepseek_model,deepseek-chat,deepseek,25,25,0.027347525563962166,0.3650765051490288,0.92
humaneval_010,HumanEval/10,gpt5_model,gpt-5-mini,openai,25,25,0.09483735732997045,0.6594908913190584,1.0
humaneval_011,HumanEval/11,claude_model,claude-sonnet-4-6,anthropic,25,25,0.03950411832298317,0.4356534432908308,1.0
humaneval_011,HumanEval/11,deepseek_model,deepseek-chat,deepseek,25,25,0.032965137127544966,0.34261396880498185,1.0
humaneval_011,HumanEval/11,gpt5_model,gpt-5-mini,openai,25,25,0.31350744419550824,1.158406034847543,1.0
humaneval_012,HumanEval/12,claude_model,claude-sonnet-4-6,anthropic,25,25,0.3357850806128356,1.2791381856998818,1.0
humaneval_012,HumanEval/12,deepseek_model,deepseek-chat,deepseek,25,25,0.05240838948767927,0.4412122392984454,1.0
humaneval_012,HumanEval/12,gpt5_model,gpt-5-mini,openai,25,25,0.07170234054040411,0.521065225678537,1.0
humaneval_013,HumanEval/13,claude_model,claude-sonnet-4-6,anthropic,25,25,0.07376677217638641,0.532455470428845,1.0
humaneval_013,HumanEval/13,deepseek_model,deepseek-chat,deepseek,25,25,0.016768920002147705,0.2751203022223134,1.0
humaneval_013,HumanEval/13,gpt5_model,gpt-5-mini,openai,25,25,0.30131614194921,1.0940570051646163,1.0
humaneval_014,HumanEval/14,claude_model,claude-sonnet-4-6,anthropic,25,25,0.057343155658761545,0.517443135793204,1.0
humaneval_014,HumanEval/14,deepseek_model,deepseek-chat,deepseek,25,25,0.06650182895723936,0.5649856449457357,1.0
humaneval_014,HumanEval/14,gpt5_model,gpt-5-mini,openai,25,25,0.16864220353427528,0.9016420349633689,1.0
humaneval_015,HumanEval/15,claude_model,claude-sonnet-4-6,anthropic,25,25,0.09828919461695401,0.6495928659292829,1.0
humaneval_015,HumanEval/15,deepseek_model,deepseek-chat,deepseek,25,25,0.00019318754015995913,0.02654709299534567,1.0
humaneval_015,HumanEval/15,gpt5_model,gpt-5-mini,openai,25,25,0.11818794158488662,0.6996277133711502,1.0
humaneval_016,HumanEval/16,claude_model,claude-sonnet-4-6,anthropic,25,25,0.08492380253231349,0.568327768094272,1.0
humaneval_016,HumanEval/16,deepseek_model,deepseek-chat,deepseek,25,25,0.0010165623987133496,0.06402171187661437,1.0
humaneval_016,HumanEval/16,gpt5_model,gpt-5-mini,openai,25,25,0.16534035750315418,0.8784887728183047,1.0
humaneval_017,HumanEval/17,claude_model,claude-sonnet-4-6,anthropic,25,25,0.11735400167785359,0.6195794714595626,1.0
humaneval_017,HumanEval/17,deepseek_model,deepseek-chat,deepseek,25,25,0.472767170110101,1.3839454893001903,1.0
humaneval_017,HumanEval/17,gpt5_model,gpt-5-mini,openai,25,25,0.9110866425666876,1.7926772221703176,0.96
humaneval_018,HumanEval/18,claude_model,claude-sonnet-4-6,anthropic,25,25,0.12829152348324654,0.7345227390164175,1.0
humaneval_018,HumanEval/18,deepseek_model,deepseek-chat,deepseek,25,25,0.028590879940041135,0.34923499910864175,1.0
humaneval_018,HumanEval/18,gpt5_model,gpt-5-mini,openai,25,25,0.4149790571019209,1.2733912675614618,1.0
humaneval_019,HumanEval/19,claude_model,claude-sonnet-4-6,anthropic,25,25,0.1453259831994059,0.7165052883658808,1.0
humaneval_019,HumanEval/19,deepseek_model,deepseek-chat,deepseek,25,25,0.00029860186604569974,0.03321678990728238,1.0
humaneval_019,HumanEval/19,gpt5_model,gpt-5-mini,openai,25,25,0.2238728327002033,0.9741096121804328,1.0
humaneval_020,HumanEval/20,claude_model,claude-sonnet-4-6,anthropic,25,25,0.056936207868796315,0.5255257417104429,1.0
humaneval_020,HumanEval/20,deepseek_model,deepseek-chat,deepseek,25,25,0.029424953134004367,0.2505509093547833,1.0
humaneval_020,HumanEval/20,gpt5_model,gpt-5-mini,openai,25,25,0.10804523040409197,0.6164832846818622,1.0
humaneval_021,HumanEval/21,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0003117630669027421,0.03280068846735227,1.0
humaneval_021,HumanEval/21,deepseek_model,deepseek-chat,deepseek,25,25,0.00028536340241234413,0.02916399318499728,1.0
humaneval_021,HumanEval/21,gpt5_model,gpt-5-mini,openai,25,25,0.329630883885646,1.0844001123073306,1.0
humaneval_022,HumanEval/22,claude_model,claude-sonnet-4-6,anthropic,25,25,0.07983836006977182,0.5342725996118824,1.0
humaneval_022,HumanEval/22,deepseek_model,deepseek-chat,deepseek,25,25,0.07423185143795877,0.4873827290758959,1.0
humaneval_022,HumanEval/22,gpt5_model,gpt-5-mini,openai,25,25,0.10761028026429802,0.6401897312803173,1.0
humaneval_023,HumanEval/23,claude_model,claude-sonnet-4-6,anthropic,25,25,0.047069663117930205,0.47532555471599136,1.0
humaneval_023,HumanEval/23,deepseek_model,deepseek-chat,deepseek,25,25,0.047069663117930205,0.47532555471599136,1.0
humaneval_023,HumanEval/23,gpt5_model,gpt-5-mini,openai,25,25,0.15698418808787343,0.7524856532671272,1.0
humaneval_024,HumanEval/24,claude_model,claude-sonnet-4-6,anthropic,25,25,0.042872379011795574,0.38353512170491344,1.0
humaneval_024,HumanEval/24,deepseek_model,deepseek-chat,deepseek,25,25,0.02111190449903645,0.2358716830407452,1.0
humaneval_024,HumanEval/24,gpt5_model,gpt-5-mini,openai,25,25,0.1577053125267273,0.7918515924368549,0.88
humaneval_025,HumanEval/25,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0005295924889078357,0.03870794265486057,1.0
humaneval_025,HumanEval/25,deepseek_model,deepseek-chat,deepseek,25,25,0.005278830536917922,0.10648112300905417,1.0
humaneval_025,HumanEval/25,gpt5_model,gpt-5-mini,openai,25,25,0.09721082922805181,0.6500022947121018,1.0
humaneval_026,HumanEval/26,claude_model,claude-sonnet-4-6,anthropic,25,25,0.18580803015155062,0.7714535598755006,1.0
humaneval_026,HumanEval/26,deepseek_model,deepseek-chat,deepseek,25,25,0.20986928654844342,0.9834048327796414,1.0
humaneval_026,HumanEval/26,gpt5_model,gpt-5-mini,openai,25,25,0.1595588732082465,0.8601083878492425,1.0
humaneval_027,HumanEval/27,claude_model,claude-sonnet-4-6,anthropic,25,25,0.345271753970526,1.2884325778253345,1.0
humaneval_027,HumanEval/27,deepseek_model,deepseek-chat,deepseek,25,25,0.4375199178807102,1.437663395159892,1.0
humaneval_027,HumanEval/27,gpt5_model,gpt-5-mini,openai,25,24,0.5842342383034496,1.634617253830467,0.96
humaneval_028,HumanEval/28,claude_model,claude-sonnet-4-6,anthropic,25,25,0.05233381596471719,0.5012877485685542,1.0
humaneval_028,HumanEval/28,deepseek_model,deepseek-chat,deepseek,25,25,0.04807012727591025,0.45738517018456276,1.0
humaneval_028,HumanEval/28,gpt5_model,gpt-5-mini,openai,25,25,0.2349688660724886,0.9616703824229931,1.0
humaneval_029,HumanEval/29,claude_model,claude-sonnet-4-6,anthropic,25,25,0.07315545056927988,0.4838702274570524,1.0
humaneval_029,HumanEval/29,deepseek_model,deepseek-chat,deepseek,25,25,0.07053890135220295,0.4750181423503513,1.0
humaneval_029,HumanEval/29,gpt5_model,gpt-5-mini,openai,25,25,0.3112110123287461,1.2009695149780426,1.0
humaneval_030,HumanEval/30,claude_model,claude-sonnet-4-6,anthropic,25,25,0.11351688808420128,0.6022301995431791,1.0
humaneval_030,HumanEval/30,deepseek_model,deepseek-chat,deepseek,25,25,0.10338390594257456,0.5757477722713099,1.0
humaneval_030,HumanEval/30,gpt5_model,gpt-5-mini,openai,25,25,0.8196075663020821,1.7438867480713955,1.0
humaneval_031,HumanEval/31,claude_model,claude-sonnet-4-6,anthropic,25,25,0.09344371204950305,0.589216195491565,1.0
humaneval_031,HumanEval/31,deepseek_model,deepseek-chat,deepseek,25,25,0.00015726553746799943,0.018224840606502292,1.0
humaneval_031,HumanEval/31,gpt5_model,gpt-5-mini,openai,25,25,0.16952441695248202,0.8732860358784132,1.0
humaneval_032,HumanEval/32,claude_model,claude-sonnet-4-6,anthropic,25,25,0.03059325410534519,0.3342524852267541,0.36
humaneval_032,HumanEval/32,deepseek_model,deepseek-chat,deepseek,25,25,0.7552762013628855,1.5568772096460166,0.8
humaneval_032,HumanEval/32,gpt5_model,gpt-5-mini,openai,25,25,2.934727976450538,3.4025335462886157,0.84
humaneval_033,HumanEval/33,claude_model,claude-sonnet-4-6,anthropic,25,25,0.011423220589118278,0.19141901398041136,1.0
humaneval_033,HumanEval/33,deepseek_model,deepseek-chat,deepseek,25,25,0.018285161027677313,0.23641272445378597,1.0
humaneval_033,HumanEval/33,gpt5_model,gpt-5-mini,openai,25,25,0.048938394693407196,0.4330012620474224,1.0
humaneval_034,HumanEval/34,claude_model,claude-sonnet-4-6,anthropic,25,25,0.11840879158563763,0.6580087253399786,1.0
humaneval_034,HumanEval/34,deepseek_model,deepseek-chat,deepseek,25,25,0.07877518885652639,0.49900625065146514,1.0
humaneval_034,HumanEval/34,gpt5_model,gpt-5-mini,openai,25,25,0.4151126838423632,1.243382347935763,1.0
humaneval_035,HumanEval/35,claude_model,claude-sonnet-4-6,anthropic,25,25,0.14426283982799035,0.7907392632894529,1.0
humaneval_035,HumanEval/35,deepseek_model,deepseek-chat,deepseek,25,25,0.1477132797508961,0.8234611072706626,1.0
humaneval_035,HumanEval/35,gpt5_model,gpt-5-mini,openai,25,25,0.1599768139829734,0.787735888039235,1.0
humaneval_036,HumanEval/36,claude_model,claude-sonnet-4-6,anthropic,25,25,0.00040081072837182166,0.04185788198088678,1.0
humaneval_036,HumanEval/36,deepseek_model,deepseek-chat,deepseek,25,25,0.033333687747008754,0.223559036956944,1.0
humaneval_036,HumanEval/36,gpt5_model,gpt-5-mini,openai,25,25,0.7562672236540171,1.7523401760150543,1.0
humaneval_037,HumanEval/37,claude_model,claude-sonnet-4-6,anthropic,25,25,0.00013777829301441652,0.019362803141980037,1.0
humaneval_037,HumanEval/37,deepseek_model,deepseek-chat,deepseek,25,25,0.030976305053963697,0.35781687585297495,1.0
humaneval_037,HumanEval/37,gpt5_model,gpt-5-mini,openai,25,25,0.0776342738634766,0.5838973084033289,1.0
humaneval_038,HumanEval/38,claude_model,claude-sonnet-4-6,anthropic,25,25,7.52704932416077e-06,0.004907805806805543,1.0
humaneval_038,HumanEval/38,deepseek_model,deepseek-chat,deepseek,25,25,0.25997031859510467,0.9738558394111171,0.76
humaneval_038,HumanEval/38,gpt5_model,gpt-5-mini,openai,25,25,0.19382391390931672,0.8424272846243838,1.0
humaneval_039,HumanEval/39,claude_model,claude-sonnet-4-6,anthropic,25,25,0.5157065794725454,1.4653865521976885,0.6
humaneval_039,HumanEval/39,deepseek_model,deepseek-chat,deepseek,25,25,0.04334274205907211,0.3628868695315937,1.0
humaneval_039,HumanEval/39,gpt5_model,gpt-5-mini,openai,25,25,1.2991962727310207,2.14861059769934,1.0
humaneval_040,HumanEval/40,claude_model,claude-sonnet-4-6,anthropic,25,25,0.10111412539307882,0.6303730034450958,1.0
humaneval_040,HumanEval/40,deepseek_model,deepseek-chat,deepseek,25,25,0.14064922825010337,0.7615268603998621,1.0
humaneval_040,HumanEval/40,gpt5_model,gpt-5-mini,openai,25,25,0.04849003418330929,0.41745152399006935,1.0
humaneval_041,HumanEval/41,claude_model,claude-sonnet-4-6,anthropic,25,25,0.06205335662555282,0.4282423900580772,1.0
humaneval_041,HumanEval/41,deepseek_model,deepseek-chat,deepseek,25,25,0.0063266304408801655,0.1765718970070194,1.0
humaneval_041,HumanEval/41,gpt5_model,gpt-5-mini,openai,25,20,0.2533940072352701,1.0847180988271876,0.8
humaneval_042,HumanEval/42,claude_model,claude-sonnet-4-6,anthropic,25,25,0.05064020831660282,0.4209785927113564,1.0
humaneval_042,HumanEval/42,deepseek_model,deepseek-chat,deepseek,25,25,0.043377200226054916,0.374395466676617,1.0
humaneval_042,HumanEval/42,gpt5_model,gpt-5-mini,openai,25,25,0.6518637809065545,1.719700721722373,1.0
humaneval_043,HumanEval/43,claude_model,claude-sonnet-4-6,anthropic,25,25,0.08156776232742882,0.5108980714856656,1.0
humaneval_043,HumanEval/43,deepseek_model,deepseek-chat,deepseek,25,25,0.0011219919356276252,0.054917340822066917,1.0
humaneval_043,HumanEval/43,gpt5_model,gpt-5-mini,openai,25,25,0.31036309958361497,1.179690226722197,1.0
humaneval_044,HumanEval/44,claude_model,claude-sonnet-4-6,anthropic,25,25,0.03848834242528308,0.35219892872303554,1.0
humaneval_044,HumanEval/44,deepseek_model,deepseek-chat,deepseek,25,25,0.015279158278327548,0.22830116187705699,1.0
humaneval_044,HumanEval/44,gpt5_model,gpt-5-mini,openai,25,25,0.08440957942708506,0.595691073906478,1.0
humaneval_045,HumanEval/45,claude_model,claude-sonnet-4-6,anthropic,25,25,0.006980613101645487,0.1494588971097591,1.0
humaneval_045,HumanEval/45,deepseek_model,deepseek-chat,deepseek,25,25,0.0016753471443949164,0.03587013530634217,1.0
humaneval_045,HumanEval/45,gpt5_model,gpt-5-mini,openai,25,25,0.11216034050668795,0.7017602603985563,1.0
humaneval_046,HumanEval/46,claude_model,claude-sonnet-4-6,anthropic,25,25,0.20755406988792027,0.8290238960850499,1.0
humaneval_046,HumanEval/46,deepseek_model,deepseek-chat,deepseek,25,25,0.08868298892370843,0.6283353476934431,1.0
humaneval_046,HumanEval/46,gpt5_model,gpt-5-mini,openai,25,25,0.15482801867970852,0.8390676807600655,1.0
humaneval_047,HumanEval/47,claude_model,claude-sonnet-4-6,anthropic,25,25,0.06401266452551882,0.4229330802907616,1.0
humaneval_047,HumanEval/47,deepseek_model,deepseek-chat,deepseek,25,25,0.13287563181236145,0.6242591678744055,1.0
humaneval_047,HumanEval/47,gpt5_model,gpt-5-mini,openai,25,25,0.959425952311516,1.844635257102309,0.96
humaneval_048,HumanEval/48,claude_model,claude-sonnet-4-6,anthropic,25,25,0.17537874385093932,0.8491778300167008,1.0
humaneval_048,HumanEval/48,deepseek_model,deepseek-chat,deepseek,25,25,0.06861213999375808,0.57369170208868,1.0
humaneval_048,HumanEval/48,gpt5_model,gpt-5-mini,openai,25,25,0.18871470193506562,0.8915897555715937,1.0
humaneval_049,HumanEval/49,claude_model,claude-sonnet-4-6,anthropic,25,25,0.07969620804866248,0.5322570437073391,1.0
humaneval_049,HumanEval/49,deepseek_model,deepseek-chat,deepseek,25,25,0.23694494916709416,1.0877314250649088,1.0
humaneval_049,HumanEval/49,gpt5_model,gpt-5-mini,openai,25,25,0.6657132981592533,1.6161590117483038,1.0
humaneval_050,HumanEval/50,claude_model,claude-sonnet-4-6,anthropic,25,25,0.02695818605927173,0.2937110746799813,1.0
humaneval_050,HumanEval/50,deepseek_model,deepseek-chat,deepseek,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_050,HumanEval/50,gpt5_model,gpt-5-mini,openai,25,25,0.3744102859044296,1.2753295469980264,1.0
humaneval_051,HumanEval/51,claude_model,claude-sonnet-4-6,anthropic,25,25,0.08649679347114544,0.5471374645146319,1.0
humaneval_051,HumanEval/51,deepseek_model,deepseek-chat,deepseek,25,25,0.19972931436640345,0.9122359331263253,1.0
humaneval_051,HumanEval/51,gpt5_model,gpt-5-mini,openai,25,25,0.23808974635630925,0.9153974901314283,1.0
humaneval_052,HumanEval/52,claude_model,claude-sonnet-4-6,anthropic,25,25,0.5189421758240484,1.2883374352117432,1.0
humaneval_052,HumanEval/52,deepseek_model,deepseek-chat,deepseek,25,25,0.7979691218340321,1.982811039206166,1.0
humaneval_052,HumanEval/52,gpt5_model,gpt-5-mini,openai,25,25,0.5431104450574238,1.5816786847174233,1.0
humaneval_053,HumanEval/53,claude_model,claude-sonnet-4-6,anthropic,25,25,0.011397822579362952,0.16149935525105844,1.0
humaneval_053,HumanEval/53,deepseek_model,deepseek-chat,deepseek,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_053,HumanEval/53,gpt5_model,gpt-5-mini,openai,25,25,0.21174390967300213,0.8937403559192925,1.0
humaneval_054,HumanEval/54,claude_model,claude-sonnet-4-6,anthropic,25,25,0.021160979133525902,0.26022131585879527,1.0
humaneval_054,HumanEval/54,deepseek_model,deepseek-chat,deepseek,25,25,0.09151788986495757,0.37963300172695724,0.0
humaneval_054,HumanEval/54,gpt5_model,gpt-5-mini,openai,25,25,0.3713073393227471,1.1591154326110338,0.96
humaneval_055,HumanEval/55,claude_model,claude-sonnet-4-6,anthropic,25,25,0.07661795900802924,0.48419199808543334,1.0
humaneval_055,HumanEval/55,deepseek_model,deepseek-chat,deepseek,25,25,0.08676656468664312,0.6173450517102883,1.0
humaneval_055,HumanEval/55,gpt5_model,gpt-5-mini,openai,25,25,0.4314188400159945,1.3892993435708496,1.0
humaneval_056,HumanEval/56,claude_model,claude-sonnet-4-6,anthropic,25,25,0.005219464499445407,0.0992268618046435,1.0
humaneval_056,HumanEval/56,deepseek_model,deepseek-chat,deepseek,25,25,0.049177666683228025,0.43593336085493795,1.0
humaneval_056,HumanEval/56,gpt5_model,gpt-5-mini,openai,25,25,0.10783825567420213,0.6597450763726225,1.0
humaneval_057,HumanEval/57,claude_model,claude-sonnet-4-6,anthropic,25,25,0.20714141226341454,0.7826636970150942,1.0
humaneval_057,HumanEval/57,deepseek_model,deepseek-chat,deepseek,25,25,0.6426110879125101,1.5267405001497938,1.0
humaneval_057,HumanEval/57,gpt5_model,gpt-5-mini,openai,25,25,0.2655138010880386,0.9473312175804399,1.0
humaneval_058,HumanEval/58,claude_model,claude-sonnet-4-6,anthropic,25,25,0.07374261894370014,0.5140890669080387,1.0
humaneval_058,HumanEval/58,deepseek_model,deepseek-chat,deepseek,25,25,0.071453108195672,0.48935021851387384,1.0
humaneval_058,HumanEval/58,gpt5_model,gpt-5-mini,openai,25,25,0.7829480509991191,1.7559654716349848,1.0
humaneval_059,HumanEval/59,claude_model,claude-sonnet-4-6,anthropic,25,25,0.00041822604998481517,0.035439053320213736,1.0
humaneval_059,HumanEval/59,deepseek_model,deepseek-chat,deepseek,25,25,6.162975822039155e-34,5.551115123125783e-17,0.0
humaneval_059,HumanEval/59,gpt5_model,gpt-5-mini,openai,25,25,0.08702015867307374,0.6124529975381596,1.0
humaneval_060,HumanEval/60,claude_model,claude-sonnet-4-6,anthropic,25,25,0.06420456860969896,0.5556602260061045,1.0
humaneval_060,HumanEval/60,deepseek_model,deepseek-chat,deepseek,25,25,0.04384387237706712,0.3745669387527613,1.0
humaneval_060,HumanEval/60,gpt5_model,gpt-5-mini,openai,25,24,0.0791307571812384,0.5090636358565017,0.96
humaneval_061,HumanEval/61,claude_model,claude-sonnet-4-6,anthropic,25,25,0.018571391938332477,0.2505170588570262,1.0
humaneval_061,HumanEval/61,deepseek_model,deepseek-chat,deepseek,25,25,0.04814903905246676,0.4311777720848348,1.0
humaneval_061,HumanEval/61,gpt5_model,gpt-5-mini,openai,25,25,0.18648623842426476,0.9344496469183383,1.0
humaneval_062,HumanEval/62,claude_model,claude-sonnet-4-6,anthropic,25,25,0.12978011487301871,0.7356162701721677,1.0
humaneval_062,HumanEval/62,deepseek_model,deepseek-chat,deepseek,25,25,0.13371471607445015,0.7898004733565109,1.0
humaneval_062,HumanEval/62,gpt5_model,gpt-5-mini,openai,25,25,0.09893567935624852,0.6509773867873945,1.0
humaneval_063,HumanEval/63,claude_model,claude-sonnet-4-6,anthropic,25,25,0.048170145350992837,0.483761385956843,1.0
humaneval_063,HumanEval/63,deepseek_model,deepseek-chat,deepseek,25,25,0.03665973699984224,0.3467827581043771,1.0
humaneval_063,HumanEval/63,gpt5_model,gpt-5-mini,openai,25,25,1.5355526667330217,2.50199449145519,1.0
humaneval_064,HumanEval/64,claude_model,claude-sonnet-4-6,anthropic,25,25,0.596742341179106,1.6860912176251714,0.84
humaneval_064,HumanEval/64,deepseek_model,deepseek-chat,deepseek,25,25,0.014565413647382248,0.20117550248843535,1.0
humaneval_064,HumanEval/64,gpt5_model,gpt-5-mini,openai,25,25,7.377295091556779,4.05213349152584,1.0
humaneval_065,HumanEval/65,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0007561400072833155,0.05034659730472641,1.0
humaneval_065,HumanEval/65,deepseek_model,deepseek-chat,deepseek,25,25,0.028408625665485143,0.32659087695166145,0.92
humaneval_065,HumanEval/65,gpt5_model,gpt-5-mini,openai,25,25,0.220010127555738,0.9701567484573058,1.0
humaneval_066,HumanEval/66,claude_model,claude-sonnet-4-6,anthropic,25,25,0.29217057038053806,1.1842376188192056,1.0
humaneval_066,HumanEval/66,deepseek_model,deepseek-chat,deepseek,25,25,0.2826606548509272,1.1632248323652088,1.0
humaneval_066,HumanEval/66,gpt5_model,gpt-5-mini,openai,25,25,0.26377188464643925,0.9908867130330243,1.0
humaneval_067,HumanEval/67,claude_model,claude-sonnet-4-6,anthropic,25,25,0.06893351094457281,0.5650300342143548,1.0
humaneval_067,HumanEval/67,deepseek_model,deepseek-chat,deepseek,25,25,0.06998657650345229,0.5876267695536143,1.0
humaneval_067,HumanEval/67,gpt5_model,gpt-5-mini,openai,25,25,0.503748003397466,1.376530709204542,1.0
humaneval_068,HumanEval/68,claude_model,claude-sonnet-4-6,anthropic,25,25,0.14180688353245122,0.7995172815164004,1.0
humaneval_068,HumanEval/68,deepseek_model,deepseek-chat,deepseek,25,25,0.0436400726835266,0.4296229677027928,1.0
humaneval_068,HumanEval/68,gpt5_model,gpt-5-mini,openai,25,25,0.174086268001956,0.8477402931126012,1.0
humaneval_069,HumanEval/69,claude_model,claude-sonnet-4-6,anthropic,25,25,0.054838336826279456,0.4733655200265489,1.0
humaneval_069,HumanEval/69,deepseek_model,deepseek-chat,deepseek,25,25,0.02319355613202735,0.2929722334048993,1.0
humaneval_069,HumanEval/69,gpt5_model,gpt-5-mini,openai,25,25,0.1721461258361617,0.8720670074978585,1.0
humaneval_070,HumanEval/70,claude_model,claude-sonnet-4-6,anthropic,25,25,0.18343301423264927,0.6675739771879156,1.0
humaneval_070,HumanEval/70,deepseek_model,deepseek-chat,deepseek,25,25,0.04711399317856041,0.422625034496061,1.0
humaneval_070,HumanEval/70,gpt5_model,gpt-5-mini,openai,25,25,0.08388942933385907,0.5669004273832079,1.0
humaneval_071,HumanEval/71,claude_model,claude-sonnet-4-6,anthropic,25,25,0.01549583437805937,0.2597194055022242,1.0
humaneval_071,HumanEval/71,deepseek_model,deepseek-chat,deepseek,25,25,7.648867220716346e-05,0.018244963728261496,1.0
humaneval_071,HumanEval/71,gpt5_model,gpt-5-mini,openai,25,25,0.1049827018117181,0.6376131089236108,1.0
humaneval_072,HumanEval/72,claude_model,claude-sonnet-4-6,anthropic,25,25,0.5564995891177391,1.3484401368588022,1.0
humaneval_072,HumanEval/72,deepseek_model,deepseek-chat,deepseek,25,25,0.31072973691527367,1.236673569553045,1.0
humaneval_072,HumanEval/72,gpt5_model,gpt-5-mini,openai,25,25,0.40869688389107406,1.3613116767869118,1.0
humaneval_073,HumanEval/73,claude_model,claude-sonnet-4-6,anthropic,25,25,0.12323340236750376,0.6384561099431066,1.0
humaneval_073,HumanEval/73,deepseek_model,deepseek-chat,deepseek,25,25,0.15975365792077087,0.7105910131317971,0.8
humaneval_073,HumanEval/73,gpt5_model,gpt-5-mini,openai,25,25,1.1254394043208786,1.465950851329879,0.88
humaneval_074,HumanEval/74,claude_model,claude-sonnet-4-6,anthropic,25,25,0.019998751669314387,0.3098289980177922,1.0
humaneval_074,HumanEval/74,deepseek_model,deepseek-chat,deepseek,25,25,0.2827039563393009,1.0155314041061312,1.0
humaneval_074,HumanEval/74,gpt5_model,gpt-5-mini,openai,25,25,0.43964026793027894,1.3095643106824746,1.0
humaneval_075,HumanEval/75,claude_model,claude-sonnet-4-6,anthropic,25,25,0.04799195923771917,0.39159386028714394,1.0
