problem_id,task_id,model_name,model_id,provider,prompt_name,num_samples,num_valid_vectors,num_pairs,avg_repeat_distance,stability_score,ssi,success_rate
humaneval_001,HumanEval/1,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_001,HumanEval/1,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_001,HumanEval/1,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.4957790889223295,0.6685479208834738,0.6685479208834738,1.0
humaneval_001,HumanEval/1,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.7376617924207665,0.5754859802763361,0.5754859802763361,1.0
humaneval_001,HumanEval/1,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.7298143858210577,0.578096706904972,0.578096706904972,1.0
humaneval_001,HumanEval/1,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.017562016590378926,0.9827410847653048,0.9827410847653048,1.0
humaneval_001,HumanEval/1,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.4865429238807052,0.6727017322778968,0.6727017322778968,1.0
humaneval_001,HumanEval/1,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,1.326400035228002,0.42984868675089816,0.42984868675089816,1.0
humaneval_001,HumanEval/1,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,0.6233077329581171,0.6160261419920193,0.6160261419920193,1.0
humaneval_001,HumanEval/1,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,1.0897808955033772,0.4785190649181068,0.4785190649181068,1.0
humaneval_001,HumanEval/1,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,5,10,1.4479476970800786,0.4085054599789055,0.4085054599789055,1.0
humaneval_001,HumanEval/1,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,5,10,1.269029492579824,0.4407170569048125,0.4407170569048125,1.0
humaneval_002,HumanEval/2,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,5,10,0.18521013323089686,0.8437322395092828,0.8437322395092828,1.0
humaneval_002,HumanEval/2,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,5,10,0.18521013323089686,0.8437322395092828,0.8437322395092828,1.0
humaneval_002,HumanEval/2,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_002,HumanEval/2,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_002,HumanEval/2,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.12347342215393123,0.8900967128201331,0.8900967128201331,1.0
humaneval_002,HumanEval/2,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_002,HumanEval/2,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.07683036549302732,0.9286513754115296,0.9286513754115296,1.0
humaneval_002,HumanEval/2,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_002,HumanEval/2,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.2861323965345528,0.777524928766643,0.777524928766643,1.0
humaneval_002,HumanEval/2,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_002,HumanEval/2,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,0.7289179995816443,0.5783964307399052,0.5783964307399052,1.0
humaneval_002,HumanEval/2,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,0.7218203278105639,0.5807806911372583,0.5807806911372583,1.0
humaneval_002,HumanEval/2,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,1.019303646444425,0.4952202219615622,0.4952202219615622,1.0
humaneval_002,HumanEval/2,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,5,10,1.2643691808522892,0.44162409931034685,0.44162409931034685,0.8
humaneval_002,HumanEval/2,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,5,10,1.4419401353771633,0.409510448480158,0.409510448480158,0.8
humaneval_003,HumanEval/3,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,0.902041659459015,0.5257508399076933,0.5257508399076933,1.0
humaneval_003,HumanEval/3,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,0.7308552376168538,0.577749067782734,0.577749067782734,1.0
humaneval_003,HumanEval/3,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_003,HumanEval/3,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,5,10,0.9183357819215392,0.5212851730255118,0.5212851730255118,1.0
humaneval_004,HumanEval/4,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_004,HumanEval/4,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_004,HumanEval/4,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_004,HumanEval/4,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_004,HumanEval/4,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_004,HumanEval/4,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_004,HumanEval/4,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_004,HumanEval/4,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_004,HumanEval/4,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_004,HumanEval/4,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_004,HumanEval/4,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,1.6934592529498924,0.3712697709849496,0.3712697709849496,1.0
humaneval_004,HumanEval/4,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,1.7452522444106144,0.3642652517764147,0.3642652517764147,1.0
humaneval_004,HumanEval/4,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,1.1469827753359123,0.46576992209149987,0.46576992209149987,1.0
humaneval_004,HumanEval/4,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,5,10,1.4800296372245412,0.4032209877617121,0.4032209877617121,1.0
humaneval_004,HumanEval/4,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,5,10,1.0063707298397833,0.4984123747059717,0.4984123747059717,1.0
humaneval_005,HumanEval/5,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_005,HumanEval/5,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_005,HumanEval/5,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_005,HumanEval/5,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_005,HumanEval/5,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_005,HumanEval/5,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_005,HumanEval/5,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_005,HumanEval/5,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_005,HumanEval/5,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_005,HumanEval/5,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_005,HumanEval/5,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,0.9821175414973038,0.5045109480462969,0.5045109480462969,1.0
humaneval_005,HumanEval/5,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,0.5566142698698936,0.642419910543145,0.642419910543145,1.0
humaneval_005,HumanEval/5,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,0.7947514582410623,0.5571802131198965,0.5571802131198965,1.0
humaneval_005,HumanEval/5,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,5,10,0.46126011728531163,0.6843408563410135,0.6843408563410135,1.0
humaneval_005,HumanEval/5,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,5,10,0.4362162485698228,0.6962739775404958,0.6962739775404958,1.0
humaneval_006,HumanEval/6,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,5,10,1.8508323201357968,0.35077475196870433,0.35077475196870433,1.0
humaneval_006,HumanEval/6,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,5,10,0.3245343960079629,0.7549822813314001,0.7549822813314001,1.0
humaneval_006,HumanEval/6,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,5,10,1.1966105702728087,0.4552468305184404,0.4552468305184404,1.0
humaneval_006,HumanEval/6,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_006,HumanEval/6,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_006,HumanEval/6,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_006,HumanEval/6,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_006,HumanEval/6,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_006,HumanEval/6,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_006,HumanEval/6,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_006,HumanEval/6,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,0.3968006562793799,0.7159217713024798,0.7159217713024798,1.0
humaneval_006,HumanEval/6,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,0.393816314493178,0.7174546528131448,0.7174546528131448,1.0
humaneval_006,HumanEval/6,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,0.7787529930293919,0.5621916049720322,0.5621916049720322,1.0
humaneval_006,HumanEval/6,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,5,10,0.14217627840470864,0.8755215975914961,0.8755215975914961,1.0
humaneval_006,HumanEval/6,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,5,10,1.0242318006868125,0.49401456871723126,0.49401456871723126,1.0
humaneval_007,HumanEval/7,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,0.8521792787881111,0.5399045391838658,0.5399045391838658,1.0
humaneval_007,HumanEval/7,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,0.6624493088429476,0.6015221003616601,0.6015221003616601,1.0
humaneval_007,HumanEval/7,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_007,HumanEval/7,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,5,10,0.937549051803076,0.516115965719373,0.516115965719373,1.0
humaneval_008,HumanEval/8,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,5,10,0.017644986747498724,0.9826609603768658,0.9826609603768658,1.0
humaneval_008,HumanEval/8,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_008,HumanEval/8,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_008,HumanEval/8,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_008,HumanEval/8,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_008,HumanEval/8,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_008,HumanEval/8,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_008,HumanEval/8,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_008,HumanEval/8,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_008,HumanEval/8,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_008,HumanEval/8,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,0.892535709320174,0.5283916150566133,0.5283916150566133,1.0
humaneval_008,HumanEval/8,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,0.8309973596140949,0.5461504325766817,0.5461504325766817,1.0
humaneval_008,HumanEval/8,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,0.6859223232842959,0.593147137438651,0.593147137438651,1.0
humaneval_008,HumanEval/8,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,5,10,0.7753913706580045,0.5632560890669278,0.5632560890669278,1.0
humaneval_008,HumanEval/8,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,5,10,0.09624538225908394,0.9122045266354997,0.9122045266354997,1.0
humaneval_009,HumanEval/9,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_009,HumanEval/9,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_009,HumanEval/9,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_009,HumanEval/9,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_009,HumanEval/9,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_009,HumanEval/9,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_009,HumanEval/9,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_009,HumanEval/9,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_009,HumanEval/9,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_009,HumanEval/9,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_009,HumanEval/9,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,0.2227887002264514,0.817802781310301,0.817802781310301,1.0
humaneval_009,HumanEval/9,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,0.7868670907640756,0.559638713572364,0.559638713572364,1.0
humaneval_009,HumanEval/9,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,0.179571059309741,0.8477657976664652,0.8477657976664652,1.0
humaneval_009,HumanEval/9,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,5,10,0.5530737532874476,0.6438844246020279,0.6438844246020279,1.0
humaneval_009,HumanEval/9,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,5,10,0.5008315553330048,0.6662972912893744,0.6662972912893744,1.0
humaneval_010,HumanEval/10,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_010,HumanEval/10,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_010,HumanEval/10,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_010,HumanEval/10,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_010,HumanEval/10,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_010,HumanEval/10,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_010,HumanEval/10,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.31176778162624863,0.7623300511011649,0.7623300511011649,1.0
humaneval_010,HumanEval/10,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_010,HumanEval/10,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.23556195973447358,0.8093483229403593,0.8093483229403593,1.0
humaneval_010,HumanEval/10,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_010,HumanEval/10,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,0.6658809758722753,0.6002829820878337,0.6002829820878337,1.0
humaneval_010,HumanEval/10,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,0.9124216590628663,0.5228972362141228,0.5228972362141228,1.0
humaneval_010,HumanEval/10,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,0.3350581769998493,0.7490310289302943,0.7490310289302943,1.0
humaneval_010,HumanEval/10,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,5,10,0.6538830159500092,0.6046376861942612,0.6046376861942612,1.0
humaneval_010,HumanEval/10,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,5,10,0.4918945769446304,0.670288648711345,0.670288648711345,1.0
humaneval_011,HumanEval/11,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_011,HumanEval/11,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_011,HumanEval/11,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_011,HumanEval/11,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.9266770907101254,0.5190283337159652,0.5190283337159652,1.0
humaneval_011,HumanEval/11,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_011,HumanEval/11,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_011,HumanEval/11,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_011,HumanEval/11,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_011,HumanEval/11,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_011,HumanEval/11,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_011,HumanEval/11,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,1.270998202099404,0.4403350029408033,0.4403350029408033,1.0
humaneval_011,HumanEval/11,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,1.2945890502067923,0.43580788460133124,0.43580788460133124,1.0
humaneval_011,HumanEval/11,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,1.99303158390367,0.33410940445063636,0.33410940445063636,1.0
humaneval_011,HumanEval/11,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,5,10,0.8691162624390261,0.5350121980615006,0.5350121980615006,1.0
humaneval_011,HumanEval/11,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,5,10,0.6714680420246947,0.5982764700596206,0.5982764700596206,1.0
humaneval_012,HumanEval/12,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_012,HumanEval/12,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,5,10,0.0,1.0,1.0,1.0
humaneval_012,HumanEval/12,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_012,HumanEval/12,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_012,HumanEval/12,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_012,HumanEval/12,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,5,10,0.0,1.0,1.0,1.0
humaneval_012,HumanEval/12,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,5,10,0.09610018448412412,0.9123253641916379,0.9123253641916379,1.0
humaneval_012,HumanEval/12,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,5,10,0.0,1.0,1.0,1.0
humaneval_012,HumanEval/12,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,5,10,0.0,1.0,1.0,1.0
humaneval_012,HumanEval/12,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,5,10,0.0,1.0,1.0,1.0
humaneval_012,HumanEval/12,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,5,10,0.49955839307665456,0.6668629942101107,0.6668629942101107,1.0
humaneval_012,HumanEval/12,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,5,10,0.22904197300767434,0.8136418624929711,0.8136418624929711,1.0
humaneval_012,HumanEval/12,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,5,10,0.8136470846627379,0.5513751867475132,0.5513751867475132,1.0
