problem_id,task_id,model_name,model_id,provider,num_samples,num_valid_vectors,structural_variance,sds,success_rate
humaneval_017,HumanEval/17,deepseek_model,deepseek-flash,deepseek,25,25,0.15118716423369755,0.6239214091757321,1.0
humaneval_017,HumanEval/17,gpt5_model,gpt-5-mini,openai,25,25,0.46727838266283744,1.1484850837689802,1.0
humaneval_018,HumanEval/18,claude_model,claude-sonnet-4-6,anthropic,25,25,2.3585745409281163e-05,0.004256037179622374,1.0
humaneval_018,HumanEval/18,deepseek_model,deepseek-flash,deepseek,25,25,3.443218480315452e-05,0.007119281988392139,1.0
humaneval_018,HumanEval/18,gpt5_model,gpt-5-mini,openai,25,25,0.089907623466197,0.5350934575926359,1.0
humaneval_019,HumanEval/19,claude_model,claude-sonnet-4-6,anthropic,25,25,0.000528759829606406,0.022065083584466266,1.0
humaneval_019,HumanEval/19,deepseek_model,deepseek-flash,deepseek,25,25,0.019760548409295194,0.3080219305274181,1.0
humaneval_019,HumanEval/19,gpt5_model,gpt-5-mini,openai,25,25,0.1512893582576103,0.808825440875899,1.0
humaneval_020,HumanEval/20,claude_model,claude-sonnet-4-6,anthropic,25,25,0.041392591841999726,0.36394545455933264,1.0
humaneval_020,HumanEval/20,deepseek_model,deepseek-flash,deepseek,25,25,6.162975822039155e-34,5.551115123125783e-17,1.0
humaneval_020,HumanEval/20,gpt5_model,gpt-5-mini,openai,25,25,0.06281137848428495,0.5023902397898936,1.0
humaneval_021,HumanEval/21,claude_model,claude-sonnet-4-6,anthropic,25,25,2.3350916798955538e-05,0.010586992048499288,1.0
humaneval_021,HumanEval/21,deepseek_model,deepseek-flash,deepseek,25,25,0.007073748345972961,0.07470702692327812,1.0
humaneval_021,HumanEval/21,gpt5_model,gpt-5-mini,openai,25,25,0.04325383437857929,0.42326426185278615,1.0
humaneval_022,HumanEval/22,claude_model,claude-sonnet-4-6,anthropic,25,25,0.013482099056641536,0.13499245554204506,0.92
humaneval_022,HumanEval/22,deepseek_model,deepseek-flash,deepseek,25,25,0.010334817659269553,0.08909062780292337,0.96
humaneval_022,HumanEval/22,gpt5_model,gpt-5-mini,openai,25,25,0.05739559122856548,0.4123409521306658,1.0
humaneval_023,HumanEval/23,claude_model,claude-sonnet-4-6,anthropic,25,25,3.851859888774472e-35,1.3877787807814457e-17,1.0
humaneval_023,HumanEval/23,deepseek_model,deepseek-flash,deepseek,25,25,3.851859888774472e-35,1.3877787807814457e-17,1.0
humaneval_023,HumanEval/23,gpt5_model,gpt-5-mini,openai,25,25,0.10539437836537632,0.5568976341122898,1.0
humaneval_024,HumanEval/24,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0005743603625483838,0.04539020728839322,1.0
humaneval_024,HumanEval/24,deepseek_model,deepseek-flash,deepseek,25,25,0.029469616755583673,0.3756264289807256,1.0
humaneval_024,HumanEval/24,gpt5_model,gpt-5-mini,openai,25,25,0.12441310657921516,0.6885632254436562,0.8
humaneval_025,HumanEval/25,claude_model,claude-sonnet-4-6,anthropic,25,25,6.162975822039155e-34,5.551115123125783e-17,1.0
humaneval_025,HumanEval/25,deepseek_model,deepseek-flash,deepseek,25,25,8.766206606311357e-05,0.020784577492915828,1.0
humaneval_025,HumanEval/25,gpt5_model,gpt-5-mini,openai,25,25,0.04483569402665709,0.44732908648163233,1.0
humaneval_026,HumanEval/26,claude_model,claude-sonnet-4-6,anthropic,25,25,4.834465174615845e-05,0.015435104269329338,1.0
humaneval_026,HumanEval/26,deepseek_model,deepseek-flash,deepseek,25,25,0.04247599831749751,0.41383961291320337,1.0
humaneval_026,HumanEval/26,gpt5_model,gpt-5-mini,openai,25,25,0.0020320666409497463,0.03950477414502451,1.0
humaneval_027,HumanEval/27,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0038419128665575343,0.12446120953116267,1.0
humaneval_027,HumanEval/27,deepseek_model,deepseek-flash,deepseek,25,25,0.003049137195680582,0.09877873772314497,1.0
humaneval_027,HumanEval/27,gpt5_model,gpt-5-mini,openai,25,25,0.3649405307765276,1.263907665953231,0.96
humaneval_028,HumanEval/28,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_028,HumanEval/28,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_028,HumanEval/28,gpt5_model,gpt-5-mini,openai,25,25,0.07189571616071114,0.4651989579219571,1.0
humaneval_029,HumanEval/29,claude_model,claude-sonnet-4-6,anthropic,25,25,7.346792609992356e-05,0.01533288503575747,1.0
humaneval_029,HumanEval/29,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_029,HumanEval/29,gpt5_model,gpt-5-mini,openai,25,25,0.1762356408978342,0.8929082444002227,0.8
humaneval_030,HumanEval/30,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0011850327534343764,0.0754198728219891,1.0
humaneval_030,HumanEval/30,deepseek_model,deepseek-flash,deepseek,25,25,0.0006636183419232508,0.04223512878031387,1.0
humaneval_030,HumanEval/30,gpt5_model,gpt-5-mini,openai,25,25,0.3952742453652237,1.1187476904189984,0.8
humaneval_031,HumanEval/31,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0010803931742382653,0.06600110058573805,1.0
humaneval_031,HumanEval/31,deepseek_model,deepseek-flash,deepseek,25,25,0.13677905171344967,0.6379789721540808,1.0
humaneval_031,HumanEval/31,gpt5_model,gpt-5-mini,openai,25,25,0.03357700726140409,0.3263553580075269,1.0
humaneval_032,HumanEval/32,claude_model,claude-sonnet-4-6,anthropic,25,25,0.02903694780360616,0.29841485175700655,0.0
humaneval_032,HumanEval/32,deepseek_model,deepseek-flash,deepseek,25,25,0.18781368282266425,0.8095101182580073,0.0
humaneval_032,HumanEval/32,gpt5_model,gpt-5-mini,openai,25,25,2.0671306691129496,2.9907296840419155,0.0
humaneval_033,HumanEval/33,claude_model,claude-sonnet-4-6,anthropic,25,25,4.640040412780853e-06,0.0018877370147920836,1.0
humaneval_033,HumanEval/33,deepseek_model,deepseek-flash,deepseek,25,25,0.014067516180053447,0.2440714709690264,1.0
humaneval_033,HumanEval/33,gpt5_model,gpt-5-mini,openai,25,25,0.028408909645290838,0.3344584245573301,1.0
humaneval_034,HumanEval/34,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_034,HumanEval/34,deepseek_model,deepseek-flash,deepseek,25,25,0.0005646079534919469,0.02082351815332402,1.0
humaneval_034,HumanEval/34,gpt5_model,gpt-5-mini,openai,25,25,0.2928889035329185,0.9674151335065915,1.0
humaneval_035,HumanEval/35,claude_model,claude-sonnet-4-6,anthropic,25,25,0.005419474239957687,0.13169023338070518,1.0
humaneval_035,HumanEval/35,deepseek_model,deepseek-flash,deepseek,25,25,0.06214687612682749,0.3622902184435285,1.0
humaneval_035,HumanEval/35,gpt5_model,gpt-5-mini,openai,25,25,0.2445812164469642,0.9123583716284622,1.0
humaneval_036,HumanEval/36,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0002432065528585415,0.03416711070197478,1.0
humaneval_036,HumanEval/36,deepseek_model,deepseek-flash,deepseek,25,25,6.162975822039155e-34,5.551115123125783e-17,1.0
humaneval_036,HumanEval/36,gpt5_model,gpt-5-mini,openai,25,25,0.023592897092271282,0.2620325755000279,1.0
humaneval_037,HumanEval/37,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0002188111555624718,0.021319126558520186,1.0
humaneval_037,HumanEval/37,deepseek_model,deepseek-flash,deepseek,25,25,0.0815379175783024,0.414979616276962,1.0
humaneval_037,HumanEval/37,gpt5_model,gpt-5-mini,openai,25,25,0.032593578340392726,0.38943492695982534,1.0
humaneval_038,HumanEval/38,claude_model,claude-sonnet-4-6,anthropic,25,25,9.860798931081874e-33,2.2204502844110104e-16,1.0
humaneval_038,HumanEval/38,deepseek_model,deepseek-flash,deepseek,25,25,9.860798931081874e-33,2.2204502844110104e-16,1.0
humaneval_038,HumanEval/38,gpt5_model,gpt-5-mini,openai,25,25,0.25356993006330253,0.9289941478116523,1.0
humaneval_039,HumanEval/39,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,0.0
humaneval_039,HumanEval/39,deepseek_model,deepseek-flash,deepseek,25,25,0.03503868933347153,0.35256216601837936,0.0
humaneval_039,HumanEval/39,gpt5_model,gpt-5-mini,openai,25,25,0.39423365280673145,1.285843924663061,0.0
humaneval_040,HumanEval/40,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0016623065731492608,0.08752090429761221,1.0
humaneval_040,HumanEval/40,deepseek_model,deepseek-flash,deepseek,25,25,1.0477058897466563e-32,2.288783399261118e-16,1.0
humaneval_040,HumanEval/40,gpt5_model,gpt-5-mini,openai,25,25,0.040738672994828855,0.3485384971018613,1.0
humaneval_041,HumanEval/41,claude_model,claude-sonnet-4-6,anthropic,25,25,0.008129211359936531,0.19753535007105782,1.0
humaneval_041,HumanEval/41,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_041,HumanEval/41,gpt5_model,gpt-5-mini,openai,25,24,0.2184736378504662,0.9949838424529126,0.96
humaneval_042,HumanEval/42,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0017708715185376495,0.0921964385916328,1.0
humaneval_042,HumanEval/42,deepseek_model,deepseek-flash,deepseek,25,25,0.001605590176807469,0.08359143765641376,1.0
humaneval_042,HumanEval/42,gpt5_model,gpt-5-mini,openai,25,25,0.3151934210885651,0.9529312984741563,1.0
humaneval_043,HumanEval/43,claude_model,claude-sonnet-4-6,anthropic,25,25,3.0814879110195774e-33,1.2412670766236366e-16,1.0
humaneval_043,HumanEval/43,deepseek_model,deepseek-flash,deepseek,25,25,3.0814879110195774e-33,1.2412670766236366e-16,1.0
humaneval_043,HumanEval/43,gpt5_model,gpt-5-mini,openai,25,25,0.3032536032358498,1.1826827797316863,0.96
humaneval_044,HumanEval/44,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0004656369945870195,0.04727639552691906,1.0
humaneval_044,HumanEval/44,deepseek_model,deepseek-flash,deepseek,25,25,5.1904649440058504e-05,0.0063136970761959324,1.0
humaneval_044,HumanEval/44,gpt5_model,gpt-5-mini,openai,25,25,0.034029887901251124,0.3656895657217568,1.0
humaneval_045,HumanEval/45,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_045,HumanEval/45,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_045,HumanEval/45,gpt5_model,gpt-5-mini,openai,25,25,0.1507361218169292,0.7719994979782033,1.0
humaneval_046,HumanEval/46,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_046,HumanEval/46,deepseek_model,deepseek-flash,deepseek,25,25,0.17471718770062566,0.7983400332994117,1.0
humaneval_046,HumanEval/46,gpt5_model,gpt-5-mini,openai,25,25,0.04031251821673091,0.36964358720697504,1.0
humaneval_047,HumanEval/47,claude_model,claude-sonnet-4-6,anthropic,25,25,0.008823990881261566,0.15508267058831385,1.0
humaneval_047,HumanEval/47,deepseek_model,deepseek-flash,deepseek,25,25,0.02142468546162592,0.3064697932737785,1.0
humaneval_047,HumanEval/47,gpt5_model,gpt-5-mini,openai,25,25,0.09491053334702285,0.6267800927283919,1.0
humaneval_048,HumanEval/48,claude_model,claude-sonnet-4-6,anthropic,25,25,3.0814879110195774e-33,1.2412670766236366e-16,1.0
humaneval_048,HumanEval/48,deepseek_model,deepseek-flash,deepseek,25,25,0.0008073205645067986,0.046584092535910566,1.0
humaneval_048,HumanEval/48,gpt5_model,gpt-5-mini,openai,25,25,0.06891915128868202,0.4619114677468948,0.88
humaneval_049,HumanEval/49,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0017000366577961435,0.0885085810479675,1.0
humaneval_049,HumanEval/49,deepseek_model,deepseek-flash,deepseek,25,25,0.03321978702912818,0.19092030920874223,0.96
humaneval_049,HumanEval/49,gpt5_model,gpt-5-mini,openai,25,25,0.5688930018581279,1.4065322577427568,1.0
humaneval_050,HumanEval/50,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_050,HumanEval/50,deepseek_model,deepseek-flash,deepseek,25,25,0.3797471808329004,1.3679914034256173,1.0
humaneval_050,HumanEval/50,gpt5_model,gpt-5-mini,openai,25,25,0.1084974682809134,0.5701263647355814,0.96
humaneval_051,HumanEval/51,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_051,HumanEval/51,deepseek_model,deepseek-flash,deepseek,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_051,HumanEval/51,gpt5_model,gpt-5-mini,openai,25,25,0.22785755395407184,0.9123067738878953,1.0
humaneval_052,HumanEval/52,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0003827713943711481,0.03736776748303199,1.0
humaneval_052,HumanEval/52,deepseek_model,deepseek-flash,deepseek,25,25,4.930380657631324e-33,1.5700924586837752e-16,1.0
humaneval_052,HumanEval/52,gpt5_model,gpt-5-mini,openai,25,25,0.32159970918905995,1.0540533921116202,1.0
humaneval_053,HumanEval/53,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_053,HumanEval/53,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_053,HumanEval/53,gpt5_model,gpt-5-mini,openai,25,25,0.07619491093759559,0.4754365064359763,1.0
humaneval_054,HumanEval/54,claude_model,claude-sonnet-4-6,anthropic,25,25,6.162975822039155e-34,5.551115123125783e-17,1.0
humaneval_054,HumanEval/54,deepseek_model,deepseek-flash,deepseek,25,25,6.162975822039155e-34,5.551115123125783e-17,1.0
humaneval_054,HumanEval/54,gpt5_model,gpt-5-mini,openai,25,25,0.3217823171690679,0.9767257951149664,0.92
humaneval_055,HumanEval/55,claude_model,claude-sonnet-4-6,anthropic,25,25,0.05685895164543888,0.4980603698510454,1.0
humaneval_055,HumanEval/55,deepseek_model,deepseek-flash,deepseek,25,25,0.02484913223866431,0.29312749000716415,0.96
humaneval_055,HumanEval/55,gpt5_model,gpt-5-mini,openai,25,25,0.23783089781156588,0.7893123599083056,0.84
humaneval_056,HumanEval/56,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0007536012496890243,0.04910727032736464,1.0
humaneval_056,HumanEval/56,deepseek_model,deepseek-flash,deepseek,25,25,0.03362319082546923,0.2892267239064392,1.0
humaneval_056,HumanEval/56,gpt5_model,gpt-5-mini,openai,25,25,0.03896226457276694,0.3936130827774009,1.0
humaneval_057,HumanEval/57,claude_model,claude-sonnet-4-6,anthropic,25,25,1.7983113297700012e-05,0.008846610032752117,1.0
humaneval_057,HumanEval/57,deepseek_model,deepseek-flash,deepseek,25,25,0.05376920684181363,0.38893569738482753,1.0
humaneval_057,HumanEval/57,gpt5_model,gpt-5-mini,openai,25,25,0.17463822204950313,0.758068143974514,1.0
humaneval_058,HumanEval/58,claude_model,claude-sonnet-4-6,anthropic,25,25,0.005444437018493335,0.09761343375337335,1.0
humaneval_058,HumanEval/58,deepseek_model,deepseek-flash,deepseek,25,25,0.0005170771467820773,0.05047926484549945,1.0
humaneval_058,HumanEval/58,gpt5_model,gpt-5-mini,openai,25,25,0.5251906647265009,1.4885536419899936,1.0
humaneval_059,HumanEval/59,claude_model,claude-sonnet-4-6,anthropic,25,25,0.00014712771288365468,0.02316725915164701,1.0
humaneval_059,HumanEval/59,deepseek_model,deepseek-flash,deepseek,25,25,0.12145324824469875,0.4996330614624372,1.0
humaneval_059,HumanEval/59,gpt5_model,gpt-5-mini,openai,25,25,0.08791865688457828,0.6472370387695876,1.0
humaneval_060,HumanEval/60,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0013070904377729116,0.0754218641057599,1.0
humaneval_060,HumanEval/60,deepseek_model,deepseek-flash,deepseek,25,25,0.00044210411865848486,0.02551033638871293,1.0
humaneval_060,HumanEval/60,gpt5_model,gpt-5-mini,openai,25,24,0.06707992773077369,0.4650135474183628,0.96
humaneval_061,HumanEval/61,claude_model,claude-sonnet-4-6,anthropic,25,25,4.190823558986625e-32,4.577566798522236e-16,1.0
humaneval_061,HumanEval/61,deepseek_model,deepseek-flash,deepseek,25,25,0.007174631355426437,0.11847908297900064,1.0
humaneval_061,HumanEval/61,gpt5_model,gpt-5-mini,openai,25,25,0.06015691077510932,0.450293020878419,1.0
humaneval_062,HumanEval/62,claude_model,claude-sonnet-4-6,anthropic,25,25,0.000248909297370562,0.03456536745615035,1.0
humaneval_062,HumanEval/62,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_062,HumanEval/62,gpt5_model,gpt-5-mini,openai,25,25,0.04377163312721967,0.4422002461391045,1.0
humaneval_063,HumanEval/63,claude_model,claude-sonnet-4-6,anthropic,25,25,0.004036664662693022,0.056228796724754476,1.0
humaneval_063,HumanEval/63,deepseek_model,deepseek-flash,deepseek,25,25,0.007425443579422019,0.1120605736137058,1.0
humaneval_063,HumanEval/63,gpt5_model,gpt-5-mini,openai,25,25,1.7428174984414593,2.753927207935358,1.0
humaneval_064,HumanEval/64,claude_model,claude-sonnet-4-6,anthropic,25,25,0.2839461900185273,0.9969414329952544,0.88
humaneval_064,HumanEval/64,deepseek_model,deepseek-flash,deepseek,25,25,0.00037221054349039954,0.01690732673726473,1.0
humaneval_064,HumanEval/64,gpt5_model,gpt-5-mini,openai,25,25,3.074171071045746,1.736737300695017,1.0
humaneval_065,HumanEval/65,claude_model,claude-sonnet-4-6,anthropic,25,25,3.76158192263132e-38,4.336808689942018e-19,1.0
humaneval_065,HumanEval/65,deepseek_model,deepseek-flash,deepseek,25,25,0.00950623184570622,0.1416939012735959,1.0
humaneval_065,HumanEval/65,gpt5_model,gpt-5-mini,openai,25,25,0.23384340421068198,0.9154607470750586,1.0
humaneval_066,HumanEval/66,claude_model,claude-sonnet-4-6,anthropic,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_066,HumanEval/66,deepseek_model,deepseek-flash,deepseek,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_066,HumanEval/66,gpt5_model,gpt-5-mini,openai,25,25,0.27922599849131624,1.1411093072370186,1.0
humaneval_067,HumanEval/67,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_067,HumanEval/67,deepseek_model,deepseek-flash,deepseek,25,25,0.06357203973648846,0.541239280822945,1.0
humaneval_067,HumanEval/67,gpt5_model,gpt-5-mini,openai,25,25,0.12879894221493654,0.7776727850226901,1.0
humaneval_068,HumanEval/68,claude_model,claude-sonnet-4-6,anthropic,25,25,5.8809325606653414e-05,0.012572965729321161,1.0
humaneval_068,HumanEval/68,deepseek_model,deepseek-flash,deepseek,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_068,HumanEval/68,gpt5_model,gpt-5-mini,openai,25,25,0.1674344755691674,0.851631464028713,1.0
humaneval_069,HumanEval/69,claude_model,claude-sonnet-4-6,anthropic,25,25,0.011715352290938915,0.17745666219684117,1.0
humaneval_069,HumanEval/69,deepseek_model,deepseek-flash,deepseek,25,25,2.619302340185867e-33,1.144399917027668e-16,1.0
humaneval_069,HumanEval/69,gpt5_model,gpt-5-mini,openai,25,25,0.04184497180307695,0.4128879765161615,1.0
humaneval_070,HumanEval/70,claude_model,claude-sonnet-4-6,anthropic,25,25,0.008180466019574024,0.10973443388842426,1.0
humaneval_070,HumanEval/70,deepseek_model,deepseek-flash,deepseek,25,25,0.055398934172825084,0.5156693553330084,1.0
humaneval_070,HumanEval/70,gpt5_model,gpt-5-mini,openai,25,25,0.07258128967299851,0.5249361815746423,1.0
humaneval_071,HumanEval/71,claude_model,claude-sonnet-4-6,anthropic,25,25,0.002565058661515573,0.04981800183474453,1.0
humaneval_071,HumanEval/71,deepseek_model,deepseek-flash,deepseek,25,25,5.5072375780006806e-05,0.013275225139183933,1.0
humaneval_071,HumanEval/71,gpt5_model,gpt-5-mini,openai,25,25,0.01843790577553945,0.18502421832246388,1.0
humaneval_072,HumanEval/72,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_072,HumanEval/72,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_072,HumanEval/72,gpt5_model,gpt-5-mini,openai,25,25,0.1977328694068264,0.9502048812137508,1.0
humaneval_073,HumanEval/73,claude_model,claude-sonnet-4-6,anthropic,25,25,6.162975822039155e-34,5.551115123125783e-17,1.0
humaneval_073,HumanEval/73,deepseek_model,deepseek-flash,deepseek,25,25,3.697785493223493e-33,1.3597399555105182e-16,1.0
humaneval_073,HumanEval/73,gpt5_model,gpt-5-mini,openai,25,25,1.394520753756718,1.9761717495652584,0.72
humaneval_074,HumanEval/74,claude_model,claude-sonnet-4-6,anthropic,25,25,3.0814879110195774e-33,1.2412670766236366e-16,1.0
humaneval_074,HumanEval/74,deepseek_model,deepseek-flash,deepseek,25,25,0.20991512545226415,0.6699460057250035,1.0
humaneval_074,HumanEval/74,gpt5_model,gpt-5-mini,openai,25,25,0.2024109454013777,0.7702408088499797,1.0
humaneval_075,HumanEval/75,claude_model,claude-sonnet-4-6,anthropic,25,25,3.944304526105059e-32,4.440892098500626e-16,1.0
humaneval_075,HumanEval/75,deepseek_model,deepseek-flash,deepseek,25,25,0.09373851980549254,0.679290501111359,1.0
